-21.454958,-12.902441,-15.225218,-16.356739,-17.36065,-3.687809,-10.299215,-12.504173,-14.928165,-10.772539,-13.77873,-9.727531,-15.807478,-6.179968,-11.005287,-6.0266857,-4.0097713,-5.7369328,-13.506863
-14.045216,-9.642193,-8.733936,-15.151379,-7.051182,-0.22156143,-0.25404358,-1.1820183,-1.62146,-3.3206654,-0.7783432,-2.2177753,-4.789501,-8.956285,-5.789858,-2.589817,-5.916498,-2.5926075,-6.0307293
-13.317791,-11.730829,-12.159512,-7.431938,-4.436661,-8.762363,-2.1700592,-1.7281017,-0.5149803,-0.51384354,-1.5297585,-6.048771,-4.6938686,-8.965384,-5.448963,-6.427723,-8.160133,-11.295528,-3.4226036
-16.177895,-10.369547,-18.11446,0.0,-10.894354,-15.149792,-12.330814,-10.762173,-9.4787445,-8.257101,-13.441601,-8.929682,-8.717333,-10.030325,-8.125996,-9.55159,-9.738958,-7.982929,-7.4091682
-17.732653,-13.299347,-19.855698,-4.163042,-5.059355,-17.194141,-18.164455,-12.751577,-22.175892,-11.571362,-21.497894,-15.986156,-17.87986,-4.7350006,-8.97702,-18.302416,-10.581606,-5.7269974,-17.340633
-18.118156,-14.794479,-21.666351,-15.663303,-4.847208,-16.156034,-12.529785,-19.272089,-21.046034,-12.379837,-17.714008,-17.084217,-12.027103,-5.005165,-10.8327465,-17.821543,-8.778103,-9.525221,-17.668999
-21.67323,-23.83406,-26.043028,-17.29961,-14.732702,-13.582026,-11.684141,-12.744532,-11.441273,-12.573069,-9.507006,-22.129211,-13.10969,-13.967957,-7.606226,-17.782082,-15.169834,-10.853537,-16.605627
-22.703888,-17.892754,-19.197784,-15.893887,-9.127531,-19.295948,-20.27162,-10.777262,-11.073236,-16.352028,-11.262806,-15.376091,-14.50457,-14.549179,-13.344772,-20.092846,-19.014774,-14.362648,-18.630493
-23.440083,-16.114532,-19.72765,-18.264393,-8.399961,-25.634987,-14.063845,-18.8052,-18.55258,-18.644777,-15.913128,-16.038582,-10.412823,-11.253098,-21.896988,-24.298273,-20.223186,-14.040152,-15.613337
-17.211903,-19.481329,-23.934893,-19.829256,-13.383675,-19.828627,-17.33485,-18.497059,-22.134579,-18.836723,-20.890816,-23.740305,-10.3875885,-17.350418,-16.073198,-18.318886,-16.755646,-18.678844,-21.45454
