-29.185608,-25.254126,-22.610731,-21.241653,-20.28957,-15.833353,-4.1892166,-3.9601974,-1.6417923,-2.7748642,-3.7161713,-3.9449196,-2.8917904,-1.0387001,0.0,-1.4023857,-2.520771,-5.314682,-5.0525093,-4.9016266,-5.6522026,-5.372652,-5.133999,-5.198368,-5.1913147,-4.9793453,-4.922468,-2.886589,-4.637228,-4.466442,-4.44326,-4.507118,-4.371149,-4.774456,-4.551899,-4.5557556,-4.5156746,-3.9957008,-3.571003,-1.4166603,-26.024475,-22.03241
-27.91783,-22.734802,-21.970627,-21.12983,-16.343796,-7.3105316,-3.5614395,-7.7038383,-7.464491,-22.996162,-33.16907,-31.074646,-20.351236,-7.7518406,-5.514534,-3.9016876,-7.314335,-26.169947,-27.12778,-23.80515,-29.892082,-34.67345,-32.252254,-29.951302,-36.565063,-44.890198,-44.403603,-11.751162,-16.119564,-36.123283,-35.811844,-42.996475,-33.028122,-35.599247,-32.986862,-29.316278,-36.266193,-29.72619,-24.701756,-8.122261,-19.02696,-30.224035
-26.645622,-23.647505,-26.077505,-24.425528,-16.372694,-9.387302,-11.073498,-11.475855,-12.651657,-19.769497,-28.94592,-33.82369,-22.064974,-12.296671,-10.750439,-14.127331,-12.263275,-28.938637,-24.269527,-29.448002,-28.649313,-31.606787,-27.095516,-30.453417,-37.735184,-45.23987,-44.56138,-15.758457,-13.3276005,-33.730515,-43.593468,-38.105522,-45.03039,-38.842754,-33.235077,-34.215855,-34.789078,-27.566517,-28.347044,-12.329306,-23.096718,-37.990074
-24.743603,-23.50313,-24.158043,-22.073685,-14.785181,-11.647398,-8.699762,-13.876272,-14.995892,-23.208553,-24.56988,-27.561268,-26.266327,-16.248444,-15.694712,-13.013407,-19.041075,-31.732212,-23.783371,-30.117392,-29.373476,-26.796288,-31.418804,-28.737963,-35.319942,-47.414627,-42.6326,-16.552769,-14.552799,-35.434822,-41.68511,-35.46144,-46.819977,-35.855453,-33.397743,-29.623209,-29.645834,-26.159498,-23.35423,-13.823988,-27.757812,-38.27531
-23.994331,-19.546375,-25.891071,-18.884212,-13.326895,-8.506262,-14.039696,-16.55642,-14.979364,-25.482264,-26.58062,-31.008884,-24.123594,-19.348587,-15.911865,-13.221645,-22.670322,-29.101555,-27.11092,-37.525524,-27.836512,-22.490246,-29.340157,-24.816914,-33.768238,-46.147045,-42.793747,-16.960583,-18.258556,-37.25105,-44.32877,-38.975193,-45.510563,-35.282852,-36.245045,-31.43995,-32.321926,-25.368584,-20.449427,-20.970108,-31.50658,-26.747711
-24.35878,-22.509413,-25.326637,-18.061626,-12.827881,-14.223896,-14.941292,-15.494793,-17.813856,-25.523832,-31.870504,-34.61914,-27.756935,-21.456787,-20.328983,-16.887238,-20.288109,-32.028034,-33.899387,-30.286793,-27.571995,-24.330133,-27.829502,-27.069126,-30.921108,-50.59317,-45.70234,-19.69313,-17.39362,-38.758667,-47.16954,-38.034363,-41.86194,-35.71526,-41.181316,-29.490559,-32.180855,-26.230011,-23.3956,-18.907349,-30.000631,-23.582882
-25.80225,-27.004227,-25.894028,-20.111225,-10.254055,-16.665192,-14.431568,-10.464348,-21.02745,-27.578918,-30.611897,-24.065804,-32.46704,-19.219826,-22.2486,-17.565536,-20.858047,-42.326256,-35.6972,-30.088308,-29.649551,-31.714212,-25.613092,-25.18321,-29.166582,-53.679615,-43.15181,-27.82297,-15.609619,-35.563255,-41.715622,-40.891685,-41.76976,-36.651085,-41.244568,-30.216192,-28.084023,-25.473923,-29.690458,-21.756214,-28.633781,-28.437302
-31.601503,-25.119328,-22.185226,-17.025724,-11.691566,-13.978439,-14.419716,-11.373394,-20.413246,-23.719713,-25.993282,-28.072996,-29.629168,-19.417341,-24.866266,-25.9286,-22.488419,-31.17225,-35.55897,-32.471355,-29.135216,-26.224792,-25.603907,-27.905064,-31.422047,-55.95498,-43.281746,-25.68264,-20.02615,-42.19686,-36.993996,-39.910484,-37.319107,-36.772488,-37.088455,-26.517334,-30.787663,-25.746609,-28.72159,-22.879211,-31.54548,-29.239208
-29.141775,-21.438232,-17.1956,-15.933121,-17.781385,-9.478226,-17.20214,-16.916018,-23.184147,-23.625927,-25.572306,-29.098982,-25.787663,-16.445864,-17.562141,-31.655792,-21.239937,-22.971064,-33.585144,-26.292486,-30.930002,-24.50143,-33.081135,-31.902388,-33.008984,-47.39969,-39.215057,-22.281551,-22.311794,-40.649864,-33.786854,-47.781563,-41.574036,-32.384605,-39.058678,-26.93966,-33.159397,-33.746315,-24.67517,-26.686224,-22.891533,-21.647095
-32.94905,-30.738651,-24.34227,-16.915468,-14.188129,-14.156855,-21.93248,-14.864231,-27.512627,-30.130878,-22.915394,-31.563305,-28.989614,-21.825815,-19.385466,-26.551746,-25.95443,-22.582565,-31.99794,-29.440527,-29.471191,-23.768665,-31.60421,-31.903984,-35.336884,-48.708138,-40.309418,-21.004505,-22.780975,-46.71331,-35.845356,-42.636425,-36.777245,-35.91648,-42.355045,-28.521805,-33.52513,-32.500572,-22.642334,-26.333927,-25.37554,-23.90251
