-10.743807,-4.4312344,-14.921551,-12.151512,-12.972309,-2.9265976,-6.4328957,-15.937832,-11.6061325,-10.990664,-10.869717,-15.7193985,-7.253269,-2.879551,-2.3363762,-8.252083,-7.999859,-6.348423,-13.165693
-18.959785,-9.461498,-8.5033,-7.7200108,-4.639076,-2.4364548,-3.2037277,-3.8043842,-2.199688,-3.47443,0.0,-7.2080917,-7.944317,-1.6941738,-7.3918324,-9.445368,-10.083534,-7.272547,-13.102356
-16.122633,-13.569525,-14.258675,-11.7535515,-2.2658653,-6.0662174,-6.748966,-1.3298912,-1.5712547,-1.6349392,-3.3734245,-9.378347,-10.438072,-3.430231,-5.523157,-4.279011,-8.364706,-2.6170712,-13.106457
-15.321259,-8.544043,-14.164871,-6.152817,-8.033443,-9.915779,-5.6578503,-8.781729,-11.150465,-9.928131,-17.197899,-6.1698723,-6.6607246,-7.1375313,-6.159893,-7.2225437,-5.697027,-4.2911434,-14.524904
-15.773855,-10.464508,-17.90931,-9.663836,-7.8520393,-19.896727,-7.096943,-14.81966,-15.5997505,-14.9851,-21.194567,-6.6895943,-4.8121986,-12.746,-11.558712,-12.754211,-9.711563,-9.230942,-16.435211
-20.029724,-17.928303,-17.678999,-13.758656,-10.402149,-14.607607,-14.191626,-13.543041,-13.401442,-10.673687,-12.65242,-9.508196,-5.7722073,-11.989475,-10.802639,-12.717213,-12.567268,-12.5809765,-16.99002
-21.724087,-18.550852,-21.14135,-10.741491,-14.853256,-14.4578495,-16.792755,-15.124224,-12.583132,-13.481438,-10.513657,-12.902792,-15.864082,-13.023108,-17.835434,-13.448341,-12.618053,-10.760544,-19.34555
-21.211517,-16.14378,-18.837214,-7.2208786,-18.75681,-11.760138,-17.151985,-11.971043,-13.2847595,-16.222403,-19.798048,-18.023773,-21.308891,-14.68754,-17.829288,-15.430784,-14.058716,-15.639811,-23.160755
-23.053099,-17.322105,-15.97241,-10.905836,-14.876919,-18.3172,-21.244377,-13.689121,-21.000175,-17.974947,-19.841232,-30.83099,-12.872873,-16.346994,-10.857376,-19.145555,-17.009981,-21.485256,-24.312357
-17.93311,-20.611082,-24.929653,-16.196493,-12.677757,-25.830372,-23.473047,-21.244581,-25.290033,-18.684402,-16.520964,-19.956059,-16.241829,-18.17015,-14.248877,-19.755486,-18.393047,-20.8954,-28.3437
-18.42816,-24.122215,-18.085983,-14.732582,-10.346003,-19.73935,-14.968586,-21.259493,-18.147064,-12.942465,-15.255644,-10.449146,-17.332764,-20.7782,-20.60568,-15.20421,-17.209398,-18.161034,-35.228806
-27.154827,-25.816027,-20.250383,-18.424358,-16.512093,-19.874992,-15.818571,-20.79617,-16.933184,-12.49247,-20.733376,-12.987934,-13.907915,-22.395962,-22.889706,-16.322355,-19.194485,-22.97242,-40.992374
