-15.1458,-73.11433,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-17.96328,-17.633633,-17.537603,-14.139917,-16.047098,-13.266365,-14.404163,-16.422699,-17.0546,-15.863323,-13.234072,-13.102699,-8.932528,-2.9902859,-2.592701,-3.2736015,-5.393259,-11.867374,-14.469877,-8.646088,-3.39579,-7.1086884,-18.286133,-17.072262,-3.7404213,-4.054474,-4.675354,-2.469368,-5.0510464,-11.515211,-15.229994,-17.24245,-16.474295,-17.03621,-15.549974,-17.20169,-16.517813,-13.632687,-13.254944,-17.376057,-14.757639,-18.08191,-16.736324,-16.249147,-16.83605,-15.780975,-15.46385
-20.003382,-72.51484,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-20.770416,-28.044542,-25.182432,-29.733608,-23.695421,-33.343746,-19.678537,-23.483849,-30.17556,-17.875364,-12.459362,-9.225332,-7.08416,0.0,-1.2053318,-0.60767746,-3.3528671,-5.8309994,-13.030798,-6.162033,-2.3712978,-4.63826,-18.49493,-16.168043,-3.5733528,-2.188898,-5.8033714,-4.2281475,-7.475483,-8.616207,-28.774242,-27.188402,-23.90692,-29.630726,-18.473095,-27.550045,-23.114231,-22.78656,-24.312267,-28.135416,-25.318369,-24.172497,-28.579678,-21.149157,-25.532888,-23.731987,-23.53793
-29.881638,-73.02492,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-25.327816,-28.554022,-19.62324,-26.11256,-20.995268,-25.795677,-20.282175,-19.819902,-28.436634,-20.121746,-8.187702,-8.574944,-9.685833,-10.830021,-8.755718,-13.799908,-16.048508,-9.68734,-20.415768,-9.296251,-12.604509,-8.980146,-24.195919,-22.284512,-15.375687,-14.62776,-22.38371,-8.795898,-11.354877,-13.109335,-21.226923,-24.241463,-28.287022,-23.574509,-21.92907,-29.36987,-24.051615,-27.308434,-30.199398,-26.234995,-32.104748,-23.724758,-21.440685,-20.085749,-27.398996,-34.23133,-22.544527
-31.108253,-72.844055,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-28.71859,-24.21785,-19.63507,-22.372461,-21.652449,-24.416084,-23.225208,-19.882355,-25.43295,-21.260498,-11.809158,-7.967453,-7.605835,-14.709377,-7.5120296,-19.75356,-13.238552,-8.943443,-23.44645,-8.900873,-17.739704,-7.824732,-23.104181,-20.906715,-12.089525,-16.40268,-17.673555,-13.068716,-14.268467,-17.206163,-17.899187,-26.744602,-25.104008,-19.730413,-18.00945,-22.494482,-27.564264,-22.64993,-23.905731,-26.164038,-32.104115,-28.085949,-22.45203,-21.853004,-29.647217,-27.4216,-25.313107
-25.035378,-73.0457,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-29.658976,-23.765041,-24.368412,-31.409718,-26.367876,-23.50563,-24.928936,-25.312937,-31.78432,-23.574888,-12.446178,-15.052103,-11.026295,-13.37359,-10.617325,-17.012108,-18.139656,-14.098764,-28.768103,-17.46484,-18.969154,-15.230873,-29.868078,-20.677681,-18.985277,-21.469534,-16.800346,-13.793823,-21.91146,-16.967468,-14.751768,-27.12013,-32.83971,-23.26364,-19.472078,-25.28115,-27.605373,-20.766783,-21.641249,-32.63001,-25.827812,-31.318867,-27.200953,-28.563221,-23.613974,-27.434374,-29.99472
-23.702639,-73.28169,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-32.812286,-24.35216,-29.30579,-27.307938,-22.753935,-22.513319,-24.83164,-26.11175,-27.491312,-19.86146,-9.36619,-13.187229,-11.243956,-10.852015,-11.376661,-18.615059,-15.050041,-11.812054,-19.128382,-22.339718,-16.29212,-8.861376,-28.655031,-20.14049,-31.518873,-22.479229,-17.512093,-20.75023,-26.512043,-11.719439,-10.219873,-19.958488,-25.943636,-28.189747,-24.227692,-30.454237,-26.60619,-23.861322,-23.069838,-30.123941,-17.26024,-26.683853,-31.971258,-28.171566,-23.37619,-30.358124,-25.722658
-23.04058,-73.17294,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-28.539158,-25.258242,-24.217148,-25.228672,-24.184696,-25.785603,-22.331863,-27.896185,-23.245987,-16.913113,-12.431557,-10.750814,-13.478317,-11.309053,-10.425961,-20.957369,-20.33295,-13.068171,-19.114466,-17.319834,-19.166649,-7.765497,-23.929375,-20.676332,-15.077135,-12.158649,-10.279583,-14.043428,-16.474901,-5.6376095,-11.736725,-21.162918,-24.264744,-30.766346,-23.681492,-27.355602,-29.56486,-23.547928,-19.374516,-23.748743,-16.587238,-25.594803,-25.160978,-22.18892,-20.742321,-21.767124,-23.170925
-24.132744,-73.82704,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-25.8364,-30.61712,-23.90137,-23.390966,-23.360428,-20.188221,-20.843035,-22.956614,-28.024637,-23.135168,-11.122074,-8.843176,-15.379971,-19.802235,-12.733744,-23.863598,-18.285564,-21.684317,-20.746922,-13.779308,-14.551825,-18.526257,-23.497272,-17.438437,-16.206743,-13.04652,-10.945505,-15.968248,-18.397038,-5.558838,-13.379221,-27.269695,-22.669415,-23.413158,-28.318518,-23.187805,-34.442818,-24.29039,-22.547974,-25.678059,-25.73563,-20.208714,-24.513605,-19.754494,-21.74982,-23.554474,-23.640785
-24.45573,-73.40373,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-24.48953,-32.301426,-27.053402,-19.357296,-24.607264,-16.315046,-27.573908,-22.35724,-19.88716,-24.787935,-14.247744,-11.371046,-11.444603,-15.544344,-17.618273,-24.432688,-10.748325,-20.52264,-15.020348,-15.573179,-17.289791,-26.650097,-20.824453,-21.435919,-24.708464,-23.501263,-18.634829,-21.633484,-19.975424,-6.0366,-20.754036,-25.204483,-18.924435,-22.85334,-20.139824,-19.194935,-35.509537,-25.950386,-29.589754,-34.38439,-24.115135,-22.264847,-23.680841,-22.443996,-25.075443,-25.495874,-21.436905
-25.448008,-74.3746,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-24.04144,-25.578674,-28.578636,-19.333303,-23.68916,-23.820908,-27.404003,-29.699444,-23.634323,-25.111858,-9.469095,-21.345173,-10.499548,-10.284761,-25.507719,-28.614418,-13.252802,-18.44882,-18.274187,-23.768902,-21.116268,-29.051798,-24.292099,-26.711533,-23.547813,-25.410204,-18.880867,-21.951584,-24.771423,-14.620436,-17.113018,-21.825039,-21.933903,-32.76746,-23.338514,-19.288162,-28.663166,-26.271185,-30.683365,-27.864948,-22.986153,-28.089361,-25.841461,-31.767727,-20.662046,-19.713135,-22.92654
