-16.358423,-16.933958,-21.953127,-18.321535,-19.64145,-14.338926,-14.976839,-16.645845,-18.136265,-12.109009,-13.420744,-19.975431,-20.639908,-17.553602,-19.406254,-12.894459,-17.79952,-80.0,-80.0,-80.0,-80.0,-80.0,-31.557383,-18.116547,-17.460238,-17.501043,-21.192516,-19.154287,-18.433681,-20.12815,-14.408319,-16.052351,-19.27581,-15.717733,-24.524834,-22.28246,-15.0508995,-22.198833,-20.609596,-18.626335,-17.331772,-16.914108,-10.458733,-16.650171,-10.352854,-9.280952,-10.764206,-15.304184,-18.2154,-14.611679,-19.847233,-12.619232,-15.258867,-15.164953,-14.728838,-19.110422,-18.603642,-17.003244,-11.618654,-14.188515,-16.470428,-13.743469,-18.076881,-12.325005,-15.068539,-19.947495,-17.874819,-18.948215,-17.038054,-11.886864,-13.797678,-15.131693,-15.624159
-12.127735,-6.8405666,-18.334934,-15.922865,-11.385317,-12.379795,-10.305534,-12.348347,-7.1498833,-7.9246273,-4.11248,-14.443586,-18.168758,-19.778812,-19.139221,-12.19957,-13.773275,-80.0,-80.0,-80.0,-80.0,-80.0,-30.516157,-12.374517,-18.29194,-18.693565,-18.477194,-22.170246,-17.602505,-13.953629,-13.470991,-7.540655,-17.400326,-11.109753,-14.076223,-25.259811,-6.6550083,-16.440685,-18.001663,-10.126066,-8.988375,-3.0982704,-7.0061417,-10.585909,-7.1031914,-1.8091869,-4.5683765,-7.799177,-8.7108135,-10.420937,-10.064068,-10.142195,-4.832844,-8.747616,-9.046898,-7.065317,-13.402485,-10.082674,-4.4979477,-11.888626,-15.088217,-17.267899,-5.79545,-7.422657,-8.671379,-20.577637,-14.868261,-19.228245,-13.294348,-13.782915,-12.245304,-7.651558,-9.201826
-5.860386,-0.32582855,-1.8345966,-7.501709,-2.409977,-1.7491646,-8.537132,-4.627426,-3.6396675,-3.1090927,-5.308687,-10.285009,-15.86244,-22.750902,-20.3107,-5.0923195,-6.7343845,-80.0,-80.0,-80.0,-80.0,-80.0,-29.16584,-6.0469437,-21.212584,-24.675604,-18.188797,-15.499254,-15.101452,-10.653999,-15.921761,-8.031321,-14.448589,-8.599951,-11.717253,-5.4030933,-0.19715118,-1.3422241,-4.4142094,-3.831749,-1.0967178,-0.009120941,-3.8741245,-6.9366074,-3.2285728,-3.2302876,-0.54592514,-4.723341,-6.8984604,-3.491167,-3.500412,-2.8734322,-1.696495,-2.0529366,-10.938126,-1.4727516,-2.7705383,-2.1959457,-6.588949,-7.1939545,-10.373011,-1.9184036,-2.3609257,-8.967648,-3.884266,-11.561638,-5.407196,-16.38558,-2.9037247,-5.5135937,-1.8624592,-3.0533943,-3.2683868
-4.577202,-5.4460945,-0.45516968,-0.139225,-5.3550243,-1.9606133,-8.037016,-1.3691673,-5.897003,-2.5788403,-11.846746,-8.922085,-18.870363,-22.63458,-15.9037895,-7.698498,-4.771351,-80.0,-80.0,-80.0,-80.0,-80.0,-27.617699,-10.902885,-18.935959,-21.724012,-19.859634,-13.889353,-14.642937,-12.390793,-11.349386,-11.9979515,-9.792551,-9.659075,-12.895134,-1.8579903,-4.8299427,-0.6379051,-0.00061416626,-4.312557,-5.2486687,-7.9802933,-2.2433186,-2.6353378,-5.3812065,-8.1260605,-6.9630585,-9.193144,-6.2426777,-5.411171,-4.7008915,-1.9994297,-7.1110306,-4.5936794,-6.485674,-4.888172,-1.7616615,-3.0105686,-13.946617,-4.764723,-2.0977554,0.0,-6.9824104,-13.069038,-8.703064,-15.696201,-5.476248,-8.29599,-3.7286835,-2.616394,-1.5610046,-7.7595406,-6.041439
-10.493052,-15.706196,-12.942308,-6.2227135,-13.141626,-13.826265,-8.785555,-7.8837337,-10.5641365,-9.493658,-11.46254,-15.732668,-16.896088,-22.128298,-12.745108,-12.970005,-15.562761,-80.0,-80.0,-80.0,-80.0,-80.0,-27.671265,-20.911694,-21.028006,-20.481987,-25.618465,-19.265017,-22.714275,-16.787447,-13.783001,-14.206921,-13.933739,-17.068575,-12.68478,-10.108219,-11.59775,-16.777792,-8.800528,-25.515488,-17.650066,-20.086662,-11.687771,-9.656172,-12.599911,-14.426304,-11.5185585,-10.668068,-11.497202,-8.090956,-15.083836,-9.276724,-11.112022,-9.397491,-5.3795395,-9.795446,-12.662952,-10.349434,-9.546616,-10.350985,-7.277008,-11.2022705,-10.051195,-12.426476,-13.525497,-16.191772,-13.946184,-12.2734585,-13.1353,-9.327864,-14.302692,-14.399546,-18.258577
-19.656008,-20.127901,-19.767687,-19.038704,-19.852846,-17.343143,-12.960468,-8.9838505,-8.812086,-9.563839,-10.705347,-15.945353,-19.480665,-17.85045,-14.435661,-13.969543,-18.26256,-80.0,-80.0,-80.0,-80.0,-80.0,-29.061195,-23.322079,-16.559238,-19.207241,-19.82471,-18.278742,-25.648767,-14.235422,-14.233238,-16.878988,-14.550007,-18.15359,-13.680746,-19.602745,-17.149858,-22.678204,-23.824604,-27.516626,-19.059626,-26.601883,-15.805548,-21.123623,-24.278587,-14.388601,-15.034733,-12.77565,-14.592892,-7.8099136,-11.64357,-12.724529,-15.683105,-9.976152,-3.8971844,-10.706421,-13.895325,-10.0261,-12.69043,-10.929262,-15.07592,-18.285267,-6.3708057,-10.265478,-13.494238,-20.182796,-13.31852,-15.630121,-14.106997,-10.986401,-19.404087,-14.1308,-16.860996
-24.845818,-21.44862,-21.319302,-22.372559,-23.676344,-21.033232,-16.296772,-18.044537,-11.294863,-16.436409,-15.155449,-14.498716,-23.720743,-24.333794,-18.674917,-17.758247,-22.61827,-80.0,-80.0,-80.0,-80.0,-80.0,-31.3545,-20.911976,-17.706568,-17.75962,-19.528904,-21.463102,-26.673485,-17.038565,-18.364563,-21.648262,-21.56494,-22.58911,-18.392567,-21.65913,-17.108149,-20.360695,-25.219223,-24.451618,-16.560411,-17.594158,-18.333225,-20.305683,-21.527363,-13.728083,-21.854382,-18.65614,-14.876623,-20.495102,-13.278,-21.374275,-19.732052,-21.391201,-10.516703,-17.950603,-13.948532,-14.319904,-16.598587,-20.31987,-16.277863,-24.861607,-12.268805,-20.789238,-16.090546,-24.211758,-16.409863,-15.693979,-16.980213,-15.519299,-28.405333,-13.799854,-23.141153
-26.182627,-19.772354,-23.33266,-28.310795,-28.61903,-17.522772,-23.305609,-25.403463,-17.224312,-17.378399,-17.027884,-13.16646,-20.932295,-23.559162,-22.613108,-18.769976,-20.87851,-80.0,-80.0,-80.0,-80.0,-80.0,-34.71469,-20.432213,-24.00054,-21.950233,-27.428349,-18.88591,-19.792067,-18.797638,-26.673344,-25.974876,-22.932423,-21.099716,-15.858149,-18.088665,-14.525848,-23.532633,-25.79142,-27.436754,-12.652172,-11.038139,-18.073242,-18.455849,-21.372551,-16.521263,-21.156113,-16.380358,-11.520966,-14.244671,-17.335999,-23.980473,-16.819662,-22.007668,-17.018328,-23.195625,-15.81303,-14.220438,-23.4465,-19.67006,-20.840342,-23.852993,-15.183516,-25.210844,-22.380007,-28.101,-17.64793,-21.989834,-17.716038,-15.435558,-26.057648,-23.287674,-16.932812
-33.127625,-10.532524,-22.501795,-21.075367,-19.36098,-16.726582,-24.975178,-24.30539,-15.516577,-16.2922,-16.654907,-12.799976,-13.850706,-19.668568,-22.045753,-17.773136,-20.658085,-80.0,-80.0,-80.0,-80.0,-80.0,-36.70106,-20.650003,-24.467657,-22.422606,-26.174957,-21.97768,-19.851772,-19.787985,-24.516922,-22.31801,-25.020113,-18.753014,-15.76123,-15.975927,-12.1605,-26.932152,-21.167168,-15.535328,-14.078186,-12.46928,-9.213882,-15.432175,-21.148273,-16.370396,-16.93045,-15.825401,-13.7824135,-18.354649,-12.656059,-20.06784,-20.526703,-20.29029,-22.400688,-26.050835,-14.379871,-19.847107,-18.435547,-15.503859,-17.666382,-18.501064,-16.04792,-14.990168,-16.956013,-19.007572,-18.979836,-24.84079,-20.877739,-20.499187,-24.071127,-19.630568,-14.600027
-28.38688,-13.739704,-14.107746,-21.26519,-16.006649,-15.308233,-21.96532,-16.878447,-11.15827,-14.709301,-15.580296,-15.479,-16.1949,-18.358166,-21.893578,-21.401176,-21.238014,-80.0,-80.0,-80.0,-80.0,-80.0,-38.4065,-19.952755,-21.987072,-27.209902,-21.192415,-26.068485,-24.873535,-27.514765,-20.040894,-29.248775,-24.54942,-20.07885,-17.989458,-19.416914,-14.26704,-11.3389015,-21.128857,-15.889782,-14.010292,-18.88022,-11.602512,-20.332537,-24.104408,-26.017662,-18.729868,-18.622925,-11.601233,-19.167196,-12.225649,-15.649319,-16.46253,-20.363066,-25.176397,-18.544413,-15.751995,-17.30663,-15.327538,-17.781467,-14.470955,-11.662556,-24.632431,-13.559572,-12.018021,-20.731281,-14.177725,-17.483444,-20.830198,-24.263369,-15.311865,-21.198816,-20.501015
