-4.216915,-1.244091,-0.78479004,-17.714909,-19.605333,-18.116919,-18.014835,-18.614311,-23.454662,-19.384544,-22.034607,-19.23483,-20.101597,-18.097979,-20.656654,-20.024714,-12.1288395,-10.948452,-10.807343,-8.470703,-9.267473,-9.554098,-7.2719364,-6.919571,-2.534916,-7.395565,-10.970001,-2.8561954,-12.639599,-5.7196655,-8.411587,-3.6800861,-2.2515087,-2.5340862,-0.3045578,-6.6144295,-1.6164417,-0.69233704,-6.2374115,-1.0914497,-0.3402748,-9.017717,-7.824785,-0.24258804,-1.3292465,-2.5618324,-0.7187424,-8.694735
-5.5536194,-1.837328,-2.8184433,-15.777311,-23.069214,-20.694992,-23.238338,-25.536652,-26.599478,-21.83647,-29.096703,-24.366642,-25.437334,-28.601227,-28.635931,-21.77143,-11.575325,-12.941788,-14.458128,-7.544842,-9.865515,-11.137711,-1.7138863,-4.832245,-0.93600845,-4.385769,-13.27491,-5.9628067,-8.498266,-6.719631,-1.0377159,-5.4704323,0.0,-2.223095,-3.5865097,-1.5750675,-5.2152233,-3.7155876,-1.7891598,-1.3790932,-5.312027,-1.7005653,-0.36234283,-6.0533867,-6.5193367,-5.7859993,-3.0043678,-5.015808
-15.317928,-14.141758,-15.142033,-25.305403,-22.69072,-33.449493,-33.05571,-25.990026,-24.183037,-26.129345,-28.429417,-23.979187,-27.122623,-26.606888,-28.257647,-26.859116,-11.009081,-20.933552,-19.538769,-13.5051,-10.894844,-12.6467495,-9.880047,-9.859991,-11.106552,-9.532677,-9.898491,-10.203823,-7.015934,-12.620007,-3.9407635,-5.1035576,-10.315491,-7.853344,-11.927355,-6.8095818,-9.673311,-10.33593,-4.096491,-16.91758,-7.8741055,-3.2493858,-5.279953,-10.372242,-12.668701,-7.224167,-13.575314,-8.921783
-15.13942,-11.462248,-8.873827,-22.146414,-26.472076,-27.129774,-34.154263,-24.474123,-20.56319,-32.82825,-25.73281,-25.118563,-28.351439,-22.264421,-24.899513,-22.969654,-9.023834,-22.710037,-21.030655,-12.974857,-18.508848,-13.936974,-15.478823,-6.1585045,-11.662399,-13.104588,-9.893021,-10.6179695,-12.284576,-12.45509,-12.745197,-12.159061,-13.523125,-15.350037,-11.058161,-15.890181,-11.432564,-18.720764,-8.449327,-10.469563,-11.605141,-11.578371,-12.793371,-14.01144,-15.602245,-5.93013,-10.677317,-12.085764
-15.67528,-10.73008,-14.78228,-27.507832,-25.166233,-23.316107,-30.3171,-27.667889,-28.640833,-26.826427,-26.151615,-30.000946,-31.77032,-22.47871,-27.93718,-19.907207,-10.970932,-28.510529,-21.96244,-17.941322,-21.093426,-8.382301,-12.777843,-8.326864,-13.29748,-9.922413,-11.286554,-6.599182,-11.675871,-14.363033,-15.372879,-15.493809,-10.592432,-15.98555,-18.253544,-13.576576,-12.7687645,-14.523569,-10.165764,-11.874189,-12.558926,-11.161318,-9.20858,-21.181847,-16.84397,-7.8606777,-13.913172,-12.135466
-22.731285,-14.924562,-20.30302,-24.276516,-22.105553,-27.232063,-27.703968,-22.964413,-30.813236,-25.195503,-29.519423,-23.894775,-34.6312,-23.316723,-24.35983,-23.91967,-14.960188,-28.562553,-25.481892,-22.393078,-25.919579,-11.910933,-16.532635,-8.552311,-16.106022,-5.4459114,-14.92882,-9.082993,-12.390266,-11.66259,-12.553722,-11.322935,-12.695114,-13.014606,-16.893665,-14.519592,-13.029171,-15.040131,-12.049561,-18.441181,-16.849586,-10.791985,-11.253151,-19.231174,-19.644817,-12.569674,-20.639408,-16.633766
-21.91077,-15.606876,-18.253794,-23.540695,-21.798485,-24.704775,-30.266354,-21.616024,-32.166046,-19.805464,-29.254509,-23.397972,-26.685757,-27.103563,-20.15766,-28.585396,-19.116568,-23.74236,-19.134434,-24.607775,-28.929344,-15.889965,-11.961861,-11.444723,-15.928665,-10.617088,-10.907494,-16.02082,-17.751421,-12.242069,-12.465858,-12.092464,-18.932663,-14.046623,-19.705133,-11.544989,-17.79311,-15.993166,-13.2973385,-16.290268,-15.666269,-15.936104,-18.179695,-17.086884,-21.020416,-15.166426,-15.287874,-24.84154
-20.414038,-15.78631,-26.514277,-28.548018,-27.610775,-28.883692,-28.721897,-22.860806,-27.774559,-23.136578,-27.22251,-27.33854,-28.361664,-27.198854,-19.645082,-26.559143,-24.100197,-17.730694,-21.304565,-21.364908,-23.168518,-13.703693,-12.47304,-9.523579,-12.689926,-13.054508,-12.765923,-15.683968,-16.106546,-22.649612,-14.495905,-21.064438,-18.501328,-20.746769,-17.290049,-19.45744,-17.308233,-19.793493,-19.941069,-16.344835,-18.504456,-15.706375,-21.226978,-18.701063,-21.84729,-15.180439,-17.759499,-24.630947
-24.956818,-19.330044,-21.068089,-23.066185,-26.595102,-34.88696,-27.50888,-24.035378,-25.38725,-27.17423,-34.62717,-23.241123,-32.316795,-29.495016,-20.465767,-23.599669,-21.859776,-15.537642,-13.926832,-20.554913,-24.383366,-10.722818,-12.507565,-14.244286,-16.762081,-8.710573,-14.199158,-17.419815,-18.434383,-19.830898,-17.031399,-24.834017,-16.314762,-20.254765,-18.320278,-19.22609,-11.170956,-17.61774,-21.683922,-18.924774,-15.659777,-19.7208,-14.520348,-18.658457,-17.891684,-13.999411,-16.67882,-30.590784
-23.599445,-19.09224,-21.484678,-23.326044,-21.618568,-30.103079,-22.767029,-22.999374,-26.141916,-30.384417,-28.543232,-26.127287,-27.611467,-26.056438,-26.9945,-22.21222,-23.097988,-17.969677,-10.9513645,-19.55818,-27.868376,-11.185261,-14.762714,-20.490032,-25.208912,-16.437744,-16.981052,-19.91366,-20.46941,-20.154852,-20.726706,-18.840794,-20.222107,-14.946253,-24.07531,-16.716574,-14.122997,-21.281403,-25.713146,-17.482279,-22.262367,-16.408485,-14.112106,-22.960789,-21.057127,-18.21904,-17.525505,-29.32582
