-21.620008,-22.744791,-23.85835,-15.550781,-15.382977,-11.372915,-17.590025,-19.587265,-8.517929,-13.870592,-11.5888,-7.4803543,-17.59579,-22.892088,-28.435345,-21.026855,-23.90158,-18.966623,-25.245298,-27.60463,-17.860199,-22.96099,-22.884762,-14.606859,-17.840143,-15.035204,-9.653332,-6.7910175,-21.886541,-10.561241,-7.7852707,-18.946827,-12.182198,-18.759651,-14.092087,-14.540066,-11.340103,-26.363283,-21.71235,-16.470089,-12.615185,-18.226128,-13.185867,-13.6660385,-16.404766,-17.239647,-20.463655,-12.814228,-15.090109,-18.721577,-14.363792,-11.334175,-11.385712,-12.063591,-30.372698,-13.565563,-20.123106,-10.900362,-7.8858643,-10.940088,-18.710052,-18.038948,-16.75573,-13.79936,-17.687107,-12.248018,-17.872864,-10.529778,-23.80791,-15.21814,-14.797245,-16.790741,-20.700607,-16.906015,-17.823107
-19.227856,-14.145037,-6.183296,-5.4646664,-6.198469,-1.6422234,-6.9675045,-9.166616,-2.5860844,-7.6153297,-9.443441,-5.9253426,-8.914305,-9.564156,-18.623466,-13.291891,-11.776615,-9.98621,-12.851683,-12.041344,-11.745344,-12.290054,-22.1795,-11.978449,-14.436346,-12.265631,-9.138609,-7.3856735,-12.009605,-11.930317,-5.6999474,-11.808601,-10.88813,-13.010563,-19.212067,-4.95697,-7.2020397,-18.33643,-11.570631,-5.7974434,-11.094933,-10.493311,-6.2389736,-12.342693,-6.9898777,-10.119667,-10.984076,-14.115662,-8.717897,-9.330917,-8.698723,-4.1063538,-7.019699,-10.983902,-13.345589,-2.6846886,-5.901615,-7.191988,-12.11129,-12.593859,-10.850342,-8.932005,-10.500668,-12.275557,-4.2399063,-4.71447,-6.9904327,-3.171997,-11.496786,-5.4187164,-6.097187,-7.8183365,-7.887562,-3.6013393,-9.980234
-19.707079,-6.399433,-2.6713371,-5.359293,-9.43569,-4.0732384,-7.457554,-5.689106,-3.5634937,-4.7246246,-7.480919,-7.4635735,-10.161633,-9.59165,-12.3246765,-6.9689445,-8.530743,-14.6598625,-9.418379,-9.158466,-9.478498,-6.8259583,-14.855261,-13.763695,-4.290758,-1.2551842,-1.0707855,-1.157423,-2.646082,-5.4642944,-4.4456825,-1.5852432,-18.81377,-7.99897,-12.856827,-1.5410423,-9.630577,-16.625061,-14.206675,-4.6411266,-6.5696373,-7.3333054,-4.5697155,-10.187365,-2.7185993,-2.2108917,-9.0585,-15.276661,-5.1088943,-6.1631927,-3.4857159,-3.1850128,-7.2589417,-14.467491,-5.129818,-2.9956799,-3.9961796,-14.81509,-9.222298,-16.579489,-12.883337,-7.3543606,-5.08992,-2.970808,-4.152252,-8.259062,-5.976265,-8.051907,-5.7869034,-4.031708,-7.2755203,-10.524069,-4.5601807,-3.277708,-12.604965
-16.991295,-7.010153,-10.980478,-6.9873104,-6.4693832,-11.893921,-8.117739,-7.9675446,-5.8570423,-3.301365,-5.412813,-12.259453,-8.472843,-12.196659,-11.472885,-10.019711,-10.218237,-18.255474,-11.344494,-16.46798,-5.93828,-10.6737175,-11.091095,-8.256315,-5.4098873,-1.4232693,-3.3549538,-4.619051,-0.4213028,-6.967144,-8.239292,-1.2370148,-17.3523,-11.886749,-8.345177,-6.642702,-20.16211,-18.897514,-14.435202,-4.4312134,-3.9474277,-6.836075,-6.914608,-8.987091,-6.6881485,-3.7362995,-13.702457,-10.312637,-8.445471,-3.3390808,-6.953289,-8.403877,-4.8564796,-9.99188,-7.8070107,-10.20742,-11.1882,-14.058542,-5.6784687,-19.062996,-9.025864,-6.045658,-2.8670273,-1.2965622,-11.391272,-9.417414,-10.069529,-9.911739,-5.2008324,-6.2266006,-9.010986,-10.590515,-6.077326,-12.057966,-13.537533
-15.994503,-13.702959,-14.770445,-9.844851,-9.74016,-9.33787,-9.113554,-6.8072453,-12.1668,-8.436329,-18.73742,-11.051067,-9.492193,-13.922272,-13.3512,-15.9657955,-18.595882,-20.826057,-7.622698,-9.570082,-5.923723,-16.634068,-12.171524,-5.0461044,-11.387852,-11.678524,-18.526598,-10.986971,-7.986717,-9.741425,-12.280153,-14.563095,-16.934523,-10.494778,-6.296463,-13.134251,-5.1678123,-4.905121,-5.968769,-12.63171,-6.8436375,-12.1978245,-9.121735,-8.860739,-14.654818,-12.419617,-6.150221,-6.3642807,-11.704769,-8.307617,-10.0179825,-11.40147,-7.076271,-7.0141735,-16.508059,-12.990101,-15.061581,-12.920933,-9.279821,-14.009432,-11.300995,-6.74975,-7.9551105,-10.343164,-11.159674,-10.440737,-10.327087,-17.152473,-13.364424,-15.002506,-16.028625,-9.181023,-14.436922,-15.894222,-12.741737
-18.632885,-17.628077,-15.731424,-18.713814,-10.282114,-11.107376,-13.711271,-12.157091,-15.107534,-17.80118,-13.199142,-11.909346,-16.46564,-17.197594,-15.302631,-16.757824,-29.916397,-15.924099,-4.853817,-5.8841267,-5.468153,-11.921131,-13.572865,-7.1285877,-20.36828,-14.889397,-23.685925,-14.951082,-11.14559,-15.9318905,-10.866182,-12.338308,-14.11261,-12.834572,-2.1173859,-8.771557,-2.2259712,0.0,-0.7926254,-16.352951,-6.6844826,-7.115734,-5.075779,-3.3022556,-12.082485,-11.108707,-1.8318367,-1.1182785,-5.665823,-6.743206,-5.192896,-5.9301453,-3.9715939,-3.9385357,-11.312521,-11.123383,-15.121185,-9.026287,-9.8864975,-10.38731,-11.406601,-6.443079,-8.209969,-11.311012,-11.02042,-13.045555,-13.1102085,-17.32056,-20.2884,-16.866993,-15.12011,-15.323669,-25.004854,-19.657606,-16.024797
-21.307327,-15.926949,-20.273014,-18.876356,-13.311581,-21.91465,-17.236666,-16.478765,-18.98983,-20.069462,-16.788544,-19.619738,-19.11168,-29.165136,-20.876423,-25.814829,-24.75179,-19.204418,-13.221195,-16.543732,-15.404385,-17.51661,-21.319399,-12.369156,-16.42629,-17.3338,-17.664791,-12.97821,-18.365887,-11.142384,-15.469732,-14.626663,-19.201687,-10.0940075,-10.116364,-16.923315,-12.044422,-7.8466454,-7.403616,-19.678246,-14.875011,-12.801083,-11.384512,-9.769682,-18.227432,-17.06402,-9.715248,-7.658449,-9.061676,-14.149967,-11.889374,-12.663561,-9.985689,-9.230516,-17.871555,-17.170513,-25.546204,-9.148048,-11.61949,-9.664465,-10.855057,-11.2229595,-14.454666,-17.07766,-11.287727,-15.06855,-20.951649,-21.519207,-22.28144,-22.157393,-20.761223,-18.978989,-24.94104,-17.659632,-20.216932
-29.126877,-18.761454,-20.754156,-22.339417,-19.61853,-16.581299,-14.701225,-17.76678,-19.489857,-27.144241,-28.156666,-19.463034,-20.429985,-26.056576,-21.79008,-33.201218,-27.388577,-18.06937,-21.139696,-25.662937,-19.891228,-19.616608,-25.454622,-15.357449,-14.255661,-16.241526,-17.777966,-14.813974,-16.964315,-11.01012,-11.40283,-18.328625,-14.551285,-17.039557,-16.895155,-20.17276,-24.242332,-18.867374,-16.939938,-17.478462,-17.458035,-24.890606,-18.650017,-12.582195,-15.618605,-19.606941,-15.0322,-18.125427,-12.376247,-15.204624,-22.55581,-18.497765,-19.338585,-19.116087,-19.028252,-16.638859,-19.927942,-5.6912937,-13.782301,-10.487837,-17.688774,-21.480486,-20.06973,-17.442553,-13.095146,-17.665844,-19.970264,-20.389812,-24.369846,-19.598328,-24.139652,-21.638037,-26.863287,-15.152777,-20.963825
-33.081566,-15.660616,-23.889116,-23.713703,-22.62899,-12.871302,-12.675989,-18.998402,-14.754789,-22.409267,-19.151579,-16.530872,-15.703636,-26.011938,-21.61549,-20.294907,-20.44931,-18.373447,-30.176487,-30.070135,-24.207455,-14.941681,-24.637472,-13.305296,-16.336687,-13.849997,-15.509275,-13.975864,-15.679071,-16.887653,-9.53422,-17.740335,-14.056288,-22.035753,-21.89714,-14.954859,-16.008913,-16.708591,-16.650747,-19.531235,-19.714424,-16.53052,-22.826982,-14.189228,-10.953171,-16.200384,-9.270885,-19.248432,-14.425177,-18.905884,-20.082325,-26.976578,-20.898329,-16.918873,-21.00904,-16.119593,-14.325205,-9.80665,-8.897337,-6.762224,-13.564415,-17.846596,-21.031971,-14.579277,-8.709349,-21.017332,-20.3708,-22.230345,-19.024324,-16.517319,-20.782381,-20.797394,-21.573013,-21.274609,-18.457153
-22.252552,-20.519403,-20.83163,-21.65062,-18.454075,-11.273613,-13.726917,-19.289452,-15.455444,-14.915508,-20.80245,-14.186783,-18.529295,-31.166636,-20.743109,-16.915834,-28.108807,-21.294376,-20.370518,-25.71075,-16.206532,-22.075523,-24.253487,-18.056087,-12.931898,-17.865295,-11.503342,-15.221315,-16.275562,-15.359333,-14.242228,-17.029762,-23.498737,-17.442774,-21.513977,-15.475548,-17.146631,-21.586649,-16.474627,-20.873909,-19.087042,-18.86454,-25.877754,-14.00234,-16.414665,-13.874834,-12.790432,-18.051119,-13.348478,-19.657532,-23.393803,-22.923162,-19.915115,-11.270218,-22.714449,-16.719849,-15.332188,-21.743053,-9.98391,-13.999292,-17.316887,-15.470905,-27.29039,-19.206205,-17.41959,-17.419973,-23.538143,-16.12236,-20.251904,-19.51638,-28.100239,-15.646418,-18.292841,-23.408047,-19.979237
