-72.71373,-58.08995,-34.73982,-28.953354,-16.036196,-37.62258,-61.89639,-50.04232,-43.67643,-47.751312,-45.613266,-49.66726,-58.81232,-61.84459,-64.747246,-70.528824,-80.0,-78.04059
-72.04999,-57.911972,-34.226295,-26.225845,-6.3007298,-30.71473,-51.406155,-51.265743,-40.32114,-50.455566,-45.678707,-49.73901,-53.645744,-59.05594,-66.79239,-71.44446,-80.0,-77.40976
-77.11018,-66.539734,-32.931038,-25.425657,-3.8146973e-06,-25.033026,-46.043503,-51.89014,-44.426384,-49.831337,-46.717712,-52.57854,-52.125565,-59.458466,-63.434837,-65.51082,-80.0,-77.35843
-72.06696,-69.757774,-29.490112,-26.99444,-0.8502083,-28.019232,-50.285934,-53.268368,-50.75452,-52.75103,-53.301285,-53.17445,-55.23423,-70.09407,-65.149574,-67.532974,-80.0,-76.601425
-71.04115,-71.71515,-27.288544,-20.70422,-3.8952827,-37.078506,-49.274185,-56.372665,-59.28671,-52.093674,-53.85157,-58.20203,-65.01276,-71.13446,-77.01445,-78.61781,-80.0,-76.63741
-74.82332,-78.339325,-26.183092,-22.397463,-8.266571,-37.15087,-43.832848,-63.71221,-64.88992,-56.806755,-60.405647,-62.446472,-71.96393,-74.572655,-80.0,-77.34935,-80.0,-76.869705
-80.0,-77.60412,-25.46759,-25.332508,-12.360537,-34.282604,-45.98193,-63.629868,-63.613266,-61.851814,-72.16708,-68.07729,-77.17971,-79.37383,-80.0,-77.0058,-80.0,-75.69388
-80.0,-79.82785,-26.49727,-21.326725,-15.765429,-33.515514,-46.22175,-53.301548,-65.618675,-65.75244,-70.31449,-77.273384,-74.732025,-78.60927,-80.0,-77.38678,-80.0,-74.24045
-80.0,-72.57169,-27.45514,-20.638088,-16.034216,-34.88089,-42.638306,-49.601242,-60.44728,-59.988194,-68.23224,-71.35305,-80.0,-76.944275,-80.0,-78.25404,-80.0,-71.21671
-80.0,-76.29802,-30.318398,-21.981756,-18.390123,-33.83332,-43.762634,-50.481052,-58.00284,-60.53067,-80.0,-73.29003,-80.0,-80.0,-80.0,-80.0,-80.0,-69.98482
-80.0,-75.06856,-30.585943,-24.790035,-20.486805,-35.2221,-43.2982,-48.134663,-63.354485,-68.43948,-80.0,-74.9012,-80.0,-80.0,-80.0,-80.0,-80.0,-67.70775
-80.0,-74.69806,-30.127483,-24.08013,-18.380215,-37.026295,-47.773514,-49.48545,-74.83815,-69.0026,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-67.13464
-80.0,-71.49835,-27.96675,-19.97809,-18.463985,-38.3447,-43.827446,-52.41774,-69.41964,-64.99887,-72.47329,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-66.09917
-77.473206,-70.042244,-26.763556,-25.916885,-19.212774,-39.567833,-43.54396,-54.690075,-63.65905,-66.39101,-73.6201,-79.336945,-80.0,-80.0,-80.0,-80.0,-80.0,-66.24765
-78.54967,-71.82213,-26.215065,-24.418549,-16.834356,-38.60963,-42.622414,-53.544533,-66.85303,-69.56368,-73.17117,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-66.65692
-80.0,-79.08567,-26.041348,-20.395412,-19.6052,-37.117714,-51.24775,-56.965088,-67.082146,-73.4249,-74.915726,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-67.62846
-80.0,-79.65762,-26.222097,-26.642656,-28.645485,-43.98222,-51.705048,-59.470848,-65.14607,-70.659424,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-69.32323
-80.0,-77.50922,-25.260487,-31.048883,-30.195309,-40.705513,-48.489098,-59.946438,-69.30696,-74.65234,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-70.512245
-80.0,-80.0,-25.411194,-23.618889,-31.743813,-39.419144,-52.0763,-58.72534,-75.54181,-77.67374,-80.0,-79.57132,-80.0,-80.0,-80.0,-80.0,-80.0,-72.6057
-80.0,-80.0,-24.469181,-21.370857,-33.331074,-40.34474,-47.49719,-52.96367,-75.433,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-72.766235
-80.0,-80.0,-25.410028,-31.043879,-37.35648,-40.775955,-50.585278,-57.81605,-73.30592,-75.84987,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-73.28964
-80.0,-78.80252,-24.635815,-26.629242,-36.086727,-40.269756,-50.74995,-58.894653,-67.27074,-79.86926,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-71.37741
