-17.836382,-18.546198,-17.632763,-18.60104,-17.657873,-22.364796,-12.928844,-20.50087,-10.384344,-16.643486,-6.5695343,-2.083599,-6.5953293,-4.441534,-3.959034,-0.9595375,-0.661602,-0.67554474,-0.5190239,0.0,-0.60491943,-0.96138,-0.6751213,-1.019577,-4.625536,-0.91812134,-1.4155655,-0.57906723,-0.5254059,-1.5633507,-5.36985,-2.515831,-1.0429382,-1.1591797,-1.2454224,-20.350868,-21.50967,-21.682266,-24.912443,-19.298317,-24.125637,-22.498808,-19.631813,-21.742733,-21.222008,-20.686058
-22.386322,-16.186783,-12.531361,-11.304298,-23.903776,-14.549561,-13.696943,-16.69759,-1.4359627,-6.4205246,-4.115925,-7.8499794,-5.912857,-6.8488426,-3.1596203,-5.6628246,-5.8657,-4.7784004,-4.3637104,-4.5019913,-6.4381294,-3.7534733,-5.1377697,-3.5311642,-2.8328,-6.2957993,-2.2766933,-4.5701904,-6.7411957,-3.1815605,-0.7868309,-3.114334,-4.48328,-7.1938534,-6.7178307,-21.760666,-25.292912,-22.834263,-23.611998,-29.621016,-22.736935,-25.0713,-21.999025,-27.939278,-27.1292,-26.5763
-28.596884,-16.303444,-10.518814,-18.218353,-29.287127,-13.03303,-17.087627,-11.793861,-2.921568,-5.341652,-5.4137917,-13.106167,-6.005104,-13.766525,-9.378937,-11.592144,-10.074818,-10.471752,-9.929575,-10.149555,-12.087252,-11.46484,-12.536633,-15.28945,-8.893827,-8.934217,-12.795755,-12.07238,-10.597147,-11.120344,-7.9202023,-8.192125,-13.2369995,-10.714806,-13.210659,-26.587471,-24.6366,-21.791557,-28.01933,-27.031376,-22.320808,-25.572845,-23.795424,-26.601242,-24.679825,-28.676327
-25.591246,-14.139954,-17.422321,-26.759798,-29.057514,-15.940681,-15.059509,-9.009634,-10.873001,-8.920937,-7.237297,-16.468716,-7.3336334,-9.853275,-9.695881,-13.538126,-12.079399,-12.378098,-14.636471,-12.33787,-16.54144,-9.231369,-14.3361435,-11.420937,-8.091454,-14.120523,-12.437548,-12.298748,-14.130802,-15.618921,-15.666943,-14.533592,-11.893463,-14.621563,-17.019836,-23.563648,-22.567207,-24.488617,-31.848875,-23.414295,-25.523575,-24.54245,-25.029665,-25.026415,-24.767672,-34.48315
-27.814728,-17.374454,-24.046873,-22.606873,-24.31733,-17.594606,-12.597237,-11.928715,-14.070173,-15.178574,-8.786514,-16.416206,-11.0571785,-6.277302,-9.929062,-16.466938,-16.27576,-15.551273,-14.187519,-13.81391,-17.039753,-16.11071,-19.758335,-14.650482,-14.195427,-16.049583,-14.442123,-15.15485,-17.495724,-12.300446,-17.30043,-17.573391,-17.735994,-15.507563,-20.816204,-19.345999,-26.998524,-28.987862,-28.680235,-30.326502,-30.816647,-23.96917,-27.495852,-32.303185,-23.089714,-33.619335
-19.985722,-20.075254,-22.053925,-24.099895,-25.065434,-22.847431,-12.042145,-20.626217,-14.757164,-13.077751,-15.489946,-15.180365,-16.705086,-11.176186,-14.574993,-15.491676,-15.611893,-14.816454,-19.960175,-14.850218,-21.538862,-14.114895,-18.2379,-18.969856,-15.098301,-15.907381,-20.806877,-14.99346,-18.964304,-17.618032,-12.459343,-14.603302,-20.04917,-21.597742,-23.936676,-23.019417,-30.473501,-28.467178,-31.786074,-33.19955,-28.259853,-30.092379,-28.576195,-33.221558,-25.53017,-32.71202
-16.020494,-18.655844,-21.101606,-21.07214,-25.146828,-16.216827,-16.253098,-15.507433,-11.480776,-13.745493,-13.895634,-17.757637,-18.623781,-18.006823,-14.092327,-19.609612,-19.625675,-18.638218,-19.847918,-18.228958,-23.688463,-14.26581,-17.266745,-15.370735,-16.324514,-15.743408,-14.830666,-17.260843,-17.837193,-20.153385,-16.32184,-16.700945,-20.66426,-23.921192,-23.660677,-27.239143,-27.225805,-29.16935,-29.46874,-27.00843,-23.306942,-25.450314,-20.494741,-23.617283,-27.63115,-31.12534
-19.074732,-24.569233,-21.482643,-22.920544,-21.86185,-19.958065,-16.88013,-15.826885,-18.532227,-17.468256,-19.012554,-22.549295,-15.102016,-14.379986,-10.040804,-20.676594,-18.49152,-19.825611,-19.391804,-20.408695,-20.781548,-23.108055,-19.801586,-20.787111,-19.925564,-22.80186,-15.491077,-23.031464,-19.587051,-19.200163,-18.844793,-18.518982,-29.921305,-27.908297,-26.008915,-29.684002,-26.570534,-23.957754,-26.481937,-35.546207,-25.856125,-30.485147,-21.108063,-25.112633,-21.771717,-28.865332
-23.631504,-26.164574,-18.598463,-26.075373,-18.454182,-21.768137,-20.420622,-18.22085,-20.339397,-22.980835,-12.2036,-21.298134,-14.467815,-15.121565,-12.695925,-22.014389,-21.104416,-21.929173,-24.933632,-24.927797,-17.786438,-19.15863,-18.694733,-18.597988,-16.114712,-20.432669,-20.039597,-18.430746,-19.741493,-18.140667,-22.694195,-24.707766,-26.821692,-27.489994,-25.51124,-25.733917,-22.236576,-24.659477,-25.833427,-23.77504,-23.603624,-32.526436,-28.808008,-30.022861,-22.340271,-26.716265
-18.341476,-25.713062,-17.572567,-19.439758,-26.23399,-19.986462,-19.003162,-24.759003,-16.18465,-20.67431,-17.324837,-18.411621,-14.6274185,-20.220028,-16.042131,-19.722939,-19.68644,-19.442108,-22.478355,-21.782614,-16.973946,-19.831726,-24.22932,-20.792213,-18.102463,-23.263226,-21.050793,-20.370096,-25.010752,-28.47266,-20.914635,-20.965725,-27.986187,-28.418964,-30.571234,-25.967072,-27.648539,-24.146698,-27.626507,-26.086449,-23.247454,-32.79202,-34.299072,-25.862534,-29.195091,-30.044863
