-80.0,-80.0,-80.0,-80.0,-80.0,-76.36689,-68.06563,-77.642265,-80.0,-77.64591,-80.0,-73.96982,-62.963142,-60.862305,-77.43478,-74.371346,-80.0,-80.0,-76.971886,-73.71959,-77.08325,-80.0,-79.16677,-74.48456,-75.95674,-67.62406,-67.98934,-71.873856,-65.23697,-74.56149,-72.05068,-69.5274,-33.156185,-41.063736,-59.83834,-56.925064,-55.534863,-69.32317,-76.817085,-77.84907,-78.19588,-80.0,-79.78206,-79.34604,-80.0,-78.38569,-80.0,-71.78544,-51.799015,-51.073013,-60.47902,-66.87347,-70.68593,-59.849068,-68.621796,-65.17078
-80.0,-80.0,-80.0,-78.707306,-69.27389,-72.37889,-64.466644,-66.009254,-73.17588,-70.46091,-73.63066,-69.46742,-54.578712,-49.0239,-75.04644,-72.157585,-72.54739,-68.13793,-74.427864,-70.71357,-67.23293,-80.0,-76.6741,-70.484436,-68.70024,-60.31565,-57.16247,-67.52898,-63.250687,-65.97248,-67.44034,-58.610054,-32.171375,-44.079716,-46.528435,-52.014374,-51.534256,-60.73233,-63.561485,-69.42254,-71.095055,-69.608444,-74.204994,-74.06796,-69.795296,-79.524055,-71.59066,-71.51082,-46.43962,-46.466064,-53.26655,-59.79222,-61.21248,-57.715096,-58.865143,-62.51777
-80.0,-80.0,-80.0,-74.5271,-63.767662,-62.473335,-46.570282,-52.785393,-71.82134,-59.613777,-54.90625,-59.219345,-47.867386,-36.303215,-57.982952,-60.837624,-58.675385,-56.21132,-52.31665,-61.670517,-57.184708,-63.924187,-62.350243,-53.023796,-66.74539,-55.221558,-55.659233,-60.042603,-64.35481,-56.321053,-55.07005,-60.363678,-24.967152,-40.271637,-37.91981,-36.77684,-48.05404,-52.84839,-57.075382,-62.088547,-63.18798,-55.804604,-55.83882,-66.605354,-59.68222,-58.321396,-60.98065,-52.89712,-44.688797,-36.84538,-44.03376,-49.60067,-53.465485,-54.423775,-55.770508,-57.89486
-80.0,-80.0,-80.0,-72.96167,-59.067207,-57.749477,-42.864487,-46.178574,-67.90444,-53.297817,-48.73494,-49.154716,-35.608097,-29.866825,-48.110504,-53.1855,-52.53595,-50.387413,-45.38244,-52.388718,-48.818497,-54.176712,-53.059235,-44.154865,-56.269737,-47.455574,-47.24791,-48.772667,-51.271645,-46.338135,-49.55329,-54.73706,-21.91214,-26.274395,-39.92185,-36.024353,-39.99905,-51.794296,-52.0951,-59.70073,-53.37966,-52.88983,-51.097458,-59.63846,-61.204315,-49.796223,-46.42832,-46.309578,-37.07328,-26.228231,-41.82257,-40.814304,-44.42502,-48.82315,-47.76371,-48.42737
-80.0,-80.0,-80.0,-60.956078,-61.42241,-52.99791,-45.801144,-49.113403,-55.875732,-52.54371,-49.363213,-47.65973,-31.653805,-31.73966,-48.41108,-46.15048,-49.355415,-49.79062,-48.96359,-53.08965,-47.88399,-51.74871,-51.9106,-44.799263,-47.889107,-44.84159,-45.922817,-43.072624,-45.630253,-44.931137,-47.33346,-46.166912,-14.987277,-18.261993,-26.773216,-32.935955,-41.363487,-48.91023,-48.05407,-57.441612,-51.032906,-53.137375,-52.443424,-53.310616,-61.40786,-49.758217,-41.34376,-43.697746,-23.723282,-21.386925,-36.531784,-39.113037,-42.56109,-36.671574,-42.154823,-44.50151
-80.0,-80.0,-80.0,-57.175934,-64.34906,-48.46972,-40.45416,-57.62871,-52.605717,-47.213455,-48.270275,-50.938347,-31.904915,-35.480465,-47.29787,-44.229797,-52.677834,-56.79007,-47.67346,-53.00551,-49.08542,-48.28707,-53.14801,-51.40574,-44.174973,-48.088814,-43.542934,-42.084602,-40.65725,-47.12893,-42.303917,-43.375015,-6.729683,-8.870506,-20.846348,-23.421219,-37.119137,-45.512062,-46.703236,-56.75741,-53.355537,-55.535103,-52.956,-47.2199,-59.126747,-53.337242,-43.32933,-46.40429,-18.508873,-14.106031,-32.884815,-34.68528,-49.245316,-32.697693,-41.597725,-41.929855
-80.0,-80.0,-80.0,-59.645355,-63.970848,-42.95349,-33.356865,-49.777657,-57.30481,-49.044334,-50.16175,-57.274704,-34.715446,-27.892952,-46.717667,-45.570023,-53.351616,-53.266487,-49.784454,-56.36805,-51.646774,-52.09443,-51.309708,-50.19089,-47.273766,-48.226883,-44.106567,-43.223915,-42.127182,-49.19347,-46.60128,-44.988304,-3.529234,-5.8612595,-21.308134,-23.567013,-32.79372,-47.082565,-49.49861,-58.22165,-48.126328,-50.58776,-50.564762,-51.67958,-54.888405,-46.973656,-47.442726,-44.555077,-15.579721,-11.068476,-32.17516,-35.211086,-43.32483,-32.461174,-34.620247,-42.849678
-80.0,-80.0,-80.0,-68.68039,-59.04586,-41.89187,-39.436134,-45.789,-60.426407,-57.73327,-52.00316,-53.61281,-32.62097,-30.24643,-48.15528,-47.997482,-56.306908,-55.888016,-50.958397,-51.705666,-55.50608,-52.214836,-51.515774,-50.448753,-50.643677,-44.352325,-44.98872,-43.58155,-45.94983,-51.23791,-53.184006,-46.909843,-4.779024,-15.782608,-25.226698,-27.795069,-38.53813,-50.168022,-53.401367,-57.413055,-45.96575,-50.800613,-50.62613,-56.328217,-55.809006,-48.736588,-45.790276,-47.57782,-15.992592,-17.189316,-32.212543,-43.924885,-41.527084,-34.024452,-30.568645,-45.65306
-80.0,-80.0,-80.0,-73.82917,-58.261513,-45.745148,-42.827034,-52.231575,-61.706245,-58.306366,-54.420074,-55.066193,-35.46734,-28.427479,-54.303802,-53.414032,-56.655563,-59.92903,-60.87139,-58.089287,-62.695396,-57.306503,-57.985092,-56.832077,-55.92791,-51.024452,-50.770744,-50.24521,-53.85463,-53.477417,-57.555553,-49.75282,-1.6893997,-26.124233,-25.593124,-32.290955,-48.024193,-53.380924,-61.581802,-61.543312,-54.513813,-61.04532,-55.805687,-56.986084,-59.43364,-55.571854,-55.49823,-54.01546,-17.308075,-19.173832,-38.3288,-45.85029,-45.369637,-39.269672,-26.017939,-51.350796
-80.0,-80.0,-80.0,-76.94078,-63.458122,-52.14949,-53.74231,-57.10096,-67.44471,-65.29373,-60.827034,-65.447975,-32.18675,-29.79165,-58.440567,-58.407448,-62.77269,-63.561554,-58.389023,-53.501457,-64.064865,-59.041267,-54.016075,-51.48961,-53.47061,-53.802902,-48.64553,-50.179077,-57.330643,-59.859253,-55.819706,-57.293983,1.9073486e-06,-24.045834,-34.273907,-30.843128,-51.54772,-53.963646,-59.215256,-57.494743,-66.7555,-58.726036,-59.410248,-64.04459,-64.83571,-59.604736,-62.695923,-53.987167,-22.748486,-25.37311,-49.265953,-53.34184,-47.983536,-41.889984,-27.385984,-49.16114
-80.0,-80.0,-80.0,-67.476814,-62.626,-53.933117,-46.041424,-49.39968,-57.73385,-52.462646,-57.11601,-55.997253,-33.09439,-28.159554,-49.071404,-52.413715,-59.238907,-60.36132,-55.3547,-55.63186,-56.22429,-59.202316,-56.49517,-52.271576,-57.517677,-51.700638,-49.08049,-45.295834,-50.347633,-48.373116,-39.622654,-50.81546,-1.0806675,-21.489681,-31.710789,-34.39537,-45.123543,-48.73709,-48.186592,-42.028328,-56.958115,-54.6295,-47.61103,-50.610985,-50.41999,-48.86747,-44.244736,-46.64778,-29.64476,-23.596495,-49.503273,-37.597157,-39.60367,-34.55072,-31.948963,-36.533096
-80.0,-80.0,-80.0,-67.04221,-60.04296,-52.886246,-49.654358,-50.541977,-55.730408,-50.23977,-53.28393,-54.18274,-30.950623,-27.486835,-52.453014,-51.294304,-68.08853,-62.79593,-58.75348,-62.17887,-57.941383,-66.32752,-60.902626,-58.387238,-63.967354,-60.491936,-61.417305,-54.48645,-55.017673,-46.163124,-39.32853,-48.331543,-6.7145443,-24.884207,-32.76789,-34.62057,-42.767456,-50.148518,-52.56219,-40.846527,-53.71774,-51.429955,-46.013985,-49.10295,-45.61181,-46.264023,-40.739258,-42.24366,-40.983646,-31.981123,-42.061546,-34.80448,-35.34227,-30.969189,-34.296883,-33.220043
-80.0,-80.0,-80.0,-70.04709,-62.326523,-54.628563,-52.54229,-55.422157,-63.18795,-58.556686,-59.813133,-59.430695,-28.546326,-25.743479,-58.54603,-52.327896,-65.072266,-63.473976,-63.920677,-67.03484,-63.483276,-60.99034,-67.35005,-63.084686,-61.177666,-64.27439,-65.381065,-58.49028,-59.99167,-55.516006,-50.86033,-57.14959,-16.606842,-24.651785,-35.084087,-33.96582,-43.5935,-50.50254,-57.953735,-50.644424,-58.746674,-56.928085,-54.20965,-56.79319,-51.484207,-54.030945,-47.878593,-47.927063,-37.261776,-31.33424,-43.54393,-42.921852,-42.299763,-30.012934,-42.420746,-41.38696
