-24.177656,-13.97859,-27.703442,-35.697388,-49.778137,-51.272858
-20.589346,-12.985542,-25.139051,-33.873863,-48.333824,-48.69926
-20.91253,-8.92254,-30.826336,-46.111603,-60.648087,-58.302612
-10.87867,-2.1865902,-26.378773,-41.522854,-57.28639,-69.07557
-4.481619,-5.252207,-29.52925,-38.691742,-52.73723,-67.82685
-3.6185741,-12.718575,-29.099953,-39.00978,-51.219757,-63.02254
-2.3775597,-18.398216,-35.34627,-36.902916,-52.462257,-64.21544
-0.92760277,-15.313352,-36.476143,-34.97325,-58.288822,-62.118023
0.0,-9.4248085,-34.426598,-39.027214,-61.443607,-60.809654
-4.638074,-12.0647335,-40.517982,-50.197575,-57.916218,-67.137924
-8.170443,-12.241917,-36.136307,-46.871815,-56.410828,-64.87178
-5.409725,-15.497964,-36.616573,-44.42504,-59.487804,-68.42247
-6.071954,-18.645432,-38.601585,-42.604233,-62.412262,-70.472916
-8.602977,-15.219245,-38.182343,-40.508278,-59.796444,-74.05296
-10.040146,-12.132019,-41.89043,-37.612267,-58.793392,-75.77931
-14.958007,-14.414471,-37.958916,-40.66031,-58.97521,-72.49711
-15.996017,-19.686272,-38.91863,-43.919548,-61.342415,-69.615204
-9.042994,-17.626133,-40.520172,-45.823402,-62.47478,-69.83679
-7.2373524,-15.608894,-38.39925,-53.438515,-64.81734,-75.00853
-5.5883675,-15.16666,-45.301556,-52.159195,-63.403778,-76.85234
-5.1404305,-20.78065,-44.518955,-46.89635,-58.591763,-71.08238
-4.2012463,-25.117695,-35.953175,-46.086456,-56.099747,-73.27829
-6.1925545,-24.200706,-37.233543,-49.970856,-58.517765,-79.23477
-5.0978746,-21.466805,-44.088207,-57.14729,-60.878185,-76.00239
-4.261608,-18.328959,-40.812386,-50.641895,-65.319916,-75.398895
-4.8472147,-18.205797,-42.74611,-47.704422,-63.094772,-80.0
-4.701351,-16.571095,-39.44277,-46.596703,-63.584694,-78.02855
-4.6246834,-19.281183,-43.684265,-50.155933,-62.252754,-75.71666
-4.13818,-24.656807,-38.883003,-52.673374,-62.759624,-70.600845
-9.476636,-21.947882,-38.662224,-49.029106,-63.591446,-78.02257
-13.561814,-19.84417,-41.22829,-46.690353,-67.81525,-78.44365
-9.0310135,-23.631655,-44.482224,-46.282913,-61.58186,-76.61087
-8.642302,-22.447699,-40.567627,-44.64392,-63.30159,-74.69422
-12.467178,-19.537102,-41.272583,-47.280846,-70.522,-73.38677
-12.488441,-18.487146,-41.807262,-49.266304,-68.831894,-77.78054
-9.96861,-22.916597,-42.681847,-44.32471,-63.348347,-74.80707
-10.131183,-28.314804,-44.580715,-47.961685,-61.849922,-75.72979
-9.357576,-24.56541,-47.91504,-51.701,-62.51126,-71.01221
-11.231825,-23.663513,-50.102997,-46.709858,-64.46994,-72.07704
-14.01997,-22.74652,-48.272034,-48.942837,-63.225048,-72.368355
-12.593496,-24.02566,-49.881924,-56.257694,-62.749767,-79.09378
-8.158858,-23.34601,-50.57606,-56.022697,-69.73054,-72.41997
-8.101157,-28.86011,-46.42507,-58.160843,-71.64897,-73.8091
-12.155603,-27.36771,-41.337708,-51.250965,-65.36102,-77.22641
