-12.983002,-13.169449,-14.439671,-7.2622986,-13.682014,-7.007868,-15.414387,-19.78218,-18.141174,-9.997688,-7.3693714,-4.9032784,-13.363758,-13.294401,-10.277588,-11.283054,-13.909304,-55.715195,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-7.241379,-6.0522156,-11.85273,-14.246288,-12.645504,-14.19595,-17.90505,-11.99053,-16.69327,-22.712725,-22.511593,-12.989151,-18.808933,-14.720383,-11.694725,-16.809624,-15.620705,-24.858387,-19.694876,-22.918898,-15.972324,-14.591761,-9.072086,-14.809109,-10.067074,-11.048298,-11.800938,-15.934683,-9.909765,-6.30851,-4.9456043,-9.228325,-9.943537,-10.449451,-7.0869656
-6.277603,-7.8409157,-18.27788,-6.4861546,-8.513445,-1.5149536,-14.777805,-7.409733,-15.83605,-8.972162,-0.12421799,-7.7016125,-6.7518196,-15.398453,-9.686884,-10.207584,-9.844471,-53.092243,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-8.174921,-7.918659,-11.955969,-13.550676,-12.259897,-14.5950775,-21.819866,-12.584757,-20.624393,-20.044804,-16.325966,-15.087053,-9.147732,-12.094013,-10.353933,-11.643471,-14.982727,-11.00835,-6.6463146,-14.949844,-10.424925,-2.2479439,-4.8390083,-3.522276,-3.5503235,-3.0811558,-5.1931915,-8.012718,-4.345318,-8.531115,-7.418457,-4.547737,-5.1288433,-8.775753,-3.988203
-4.6181984,-4.3641357,-4.0314045,-13.842121,-3.7024937,-6.9328003,-6.864353,0.0,-2.605421,-5.703661,-4.4945908,-5.7926064,-5.8932934,-9.350664,-8.288738,-6.644041,-4.4411488,-51.545933,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-11.353737,-3.8801308,-3.6917362,-5.069395,-16.022495,-12.0529785,-19.652884,-8.043541,-20.747936,-18.4474,-11.796385,-10.45051,-0.8015938,-1.2825584,-6.5609684,-2.4615993,-10.740997,-4.244957,-4.5613136,-10.49597,-2.0688896,-2.5962486,-4.932644,-0.7827835,-6.397003,-2.3191586,-1.1479492,-2.5846806,-2.260355,-5.2342625,-5.919445,-6.331482,-5.186798,-5.273838,-3.050064
-7.8330555,-5.604681,-3.2327042,-14.219349,-5.3128242,-9.455311,-7.720104,-4.2940006,-1.0002251,-4.2791615,-14.263956,-6.3760185,-6.2667465,-5.2981415,-9.24745,-11.404596,-3.3007545,-49.851852,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-18.414192,-8.415543,-5.446747,-6.6129456,-19.899647,-18.398977,-20.988451,-9.276302,-18.676731,-13.151302,-15.383503,-6.3664474,-3.6169052,-1.4574509,-7.463436,-3.0824738,-8.5022545,-4.086323,-6.7395973,-10.330547,-3.7583847,-10.110645,-11.327793,-8.532871,-5.5093346,-8.719255,-7.820305,-8.114262,-8.285631,-9.03298,-8.056644,-10.129032,-5.5424633,-2.3588238,-5.1049175
-13.810001,-6.5019474,-14.42107,-16.252357,-14.573956,-21.111912,-9.593506,-14.703938,-11.921272,-4.3826046,-16.370203,-7.808445,-17.356724,-10.774385,-10.392128,-9.931303,-10.335039,-48.77585,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-18.126545,-15.463463,-11.115963,-11.924242,-19.481483,-17.646769,-17.006006,-20.320702,-20.82139,-16.078453,-24.363947,-9.674313,-15.125174,-15.956129,-8.701965,-6.6794834,-4.96661,-7.0582886,-6.953251,-11.881611,-10.027468,-13.664318,-8.448917,-20.91994,-7.362301,-11.10305,-13.311489,-9.371185,-16.509104,-10.086464,-10.14526,-10.702057,-9.61544,-7.6185837,-9.022797
-22.849627,-6.2219353,-15.179026,-14.098204,-14.887516,-19.92295,-14.600222,-17.448866,-18.067305,-6.937088,-13.882404,-14.446724,-12.889076,-16.576118,-7.8307304,-8.271509,-10.5637665,-48.17328,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-16.350735,-14.917974,-13.213337,-17.563908,-24.69306,-15.902155,-17.763756,-19.716621,-24.8706,-19.21156,-19.415737,-9.106209,-17.3037,-17.205387,-9.531599,-10.495762,-1.967022,-13.661886,-10.003391,-18.193817,-16.83958,-14.7648945,-11.317131,-19.654404,-9.409382,-13.221561,-12.648722,-14.656183,-10.160946,-17.200335,-10.551758,-11.987328,-9.621632,-11.892979,-9.815762
-30.163822,-14.391998,-13.264263,-15.148373,-18.044943,-19.016602,-17.682728,-19.00332,-19.616571,-13.813101,-13.397905,-16.7456,-14.378883,-19.311989,-11.056175,-12.816498,-12.593435,-47.433712,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-20.317783,-14.642929,-20.561966,-21.80803,-24.024708,-23.508377,-19.9645,-24.86164,-23.66702,-23.11586,-19.38042,-14.81311,-14.388401,-15.449673,-7.1494446,-12.758688,-9.346775,-11.612022,-10.066742,-17.670696,-14.398741,-15.11631,-9.2810135,-16.15547,-15.671131,-17.593338,-18.070389,-10.631371,-8.481094,-13.290392,-18.104042,-18.664444,-17.315023,-14.887907,-17.15656
-22.760807,-20.954582,-18.830873,-18.87607,-24.408669,-21.643375,-22.368805,-16.209475,-22.33368,-22.220268,-12.864803,-24.628021,-18.071846,-17.585783,-15.676115,-14.991825,-15.0359535,-47.75029,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-26.522879,-14.605047,-15.824402,-15.980215,-20.600851,-22.369158,-17.09989,-21.510847,-23.140018,-20.39578,-19.365597,-14.984453,-15.903345,-19.577923,-15.111738,-14.445271,-11.243732,-14.663412,-13.966446,-6.1681614,-9.315777,-17.395247,-6.8241196,-10.034542,-11.593927,-17.442465,-21.4358,-7.8214073,-14.945221,-18.360958,-19.417503,-15.252533,-12.533646,-15.440832,-19.022583
-18.372887,-14.632502,-16.372858,-15.061708,-17.869526,-18.658827,-15.572563,-10.735537,-26.029505,-17.44397,-15.525848,-15.702038,-17.457748,-18.309187,-12.061947,-12.2987,-15.5009575,-47.20279,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-21.81289,-15.818104,-11.135355,-18.816742,-18.819824,-21.990677,-21.198875,-25.017433,-16.247953,-17.33996,-13.470814,-15.848318,-12.987997,-18.452482,-20.091835,-17.253338,-9.563993,-12.097536,-8.485235,-2.4779472,-10.326679,-11.4844055,-10.42606,-12.470249,-13.359585,-14.846899,-18.48219,-15.682308,-15.973286,-23.328112,-22.114185,-11.428408,-14.661289,-16.061867,-21.152227
-17.284452,-18.766653,-19.407013,-21.835636,-15.067501,-21.491055,-16.239754,-14.412504,-19.110903,-20.069475,-17.78883,-15.985004,-20.559067,-18.26445,-17.639297,-12.5532,-13.980759,-48.267292,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-21.219093,-20.272562,-16.847033,-22.40105,-19.467772,-17.098923,-21.497105,-18.694778,-15.762789,-20.443316,-14.169691,-20.807865,-15.947832,-14.61661,-12.7006645,-17.015594,-18.52539,-13.905991,-11.165642,-13.737768,-13.268721,-14.924658,-22.597012,-21.88782,-12.587181,-14.62797,-16.478506,-20.119175,-17.374935,-16.811832,-15.569345,-15.097084,-13.504997,-12.70433,-21.138065
