-17.644983,-20.975937,-22.766844,-22.160969,-10.250969,-18.36052,-11.072189,-15.551487,-8.969189,-11.683487,-6.3683796,-2.5366478,-9.244379,-16.598642,-10.240549,-9.000137,-23.67123,-11.536428,-10.043463,-12.74069,-15.672661,-11.925148,-13.462315,-14.832981,-15.205519,-3.8238544,-4.717804
-14.017925,-12.006371,-17.74271,-15.424896,-6.270735,-2.7228565,-2.6305466,-10.794594,-7.0134277,-6.897232,-7.646538,-1.8807507,-5.5315685,-17.111923,-5.8409386,-5.0072956,-14.70882,-6.9378242,-4.0040226,-1.3873749,-2.059433,-0.9689026,-3.4067535,-6.8644447,-11.576109,-3.9125748,-5.0696297
-15.670076,-13.196491,-16.87891,-15.7898655,-7.1146927,-3.8146973e-06,-5.29731,-12.071991,-8.788811,-8.245768,-14.585808,-14.330502,-3.8225555,-9.534424,-3.747406,-3.3291588,-9.445663,-10.432022,-4.8560677,-1.8327274,-0.45955276,-2.8100147,-4.482939,-3.4448261,-8.630671,-3.523302,-10.420822
-18.86018,-11.825127,-18.41394,-21.452055,-10.31876,-8.485363,-12.004053,-11.373653,-12.670326,-11.518785,-19.586412,-11.554777,-6.52652,-11.568377,-6.488447,-6.6752014,-10.2367935,-6.9924946,-8.559536,-10.485111,-10.574757,-13.195877,-13.507265,-9.048584,-9.921026,-7.3031635,-10.837126
-19.38197,-14.566713,-20.065939,-21.122498,-12.81739,-22.461843,-12.960638,-10.234625,-8.025837,-15.08366,-14.768566,-11.336517,-10.128731,-14.5343895,-9.129086,-10.390627,-16.571392,-10.477024,-2.7941017,-22.108706,-24.507717,-14.237398,-30.986652,-10.868454,-8.452618,-16.991344,-11.522638
-17.378662,-22.758167,-24.88086,-15.789944,-18.895834,-22.956799,-12.620806,-6.958658,-8.805277,-7.202774,-10.479042,-19.51375,-11.523924,-11.720531,-5.7078323,-17.611017,-18.490768,-10.990692,-7.055353,-14.884985,-19.98878,-14.858799,-18.99634,-16.62507,-13.432087,-16.55579,-19.81269
-15.395193,-23.238655,-29.794693,-16.767822,-11.33378,-19.769394,-11.246147,-9.372559,-11.234364,-6.4048862,-8.2272625,-13.24435,-12.9293,-12.571411,-5.0554886,-13.148342,-8.197773,-10.959179,-15.370502,-10.010185,-13.034912,-8.284105,-14.467047,-17.454084,-26.319773,-17.826889,-16.542118
-17.691725,-26.069017,-26.826637,-14.582796,-10.753231,-12.567738,-14.339209,-19.565065,-14.974241,-9.569286,-11.405651,-14.37689,-10.538414,-14.675505,-11.793779,-12.250519,-9.535734,-17.08081,-15.244442,-13.681765,-9.778557,-14.358738,-12.208424,-17.72023,-18.029377,-15.7135105,-15.465519
-19.773901,-25.67619,-21.720577,-10.842316,-17.407104,-12.7372055,-19.98073,-19.786919,-16.443619,-14.276609,-19.318384,-20.612268,-12.939768,-20.954933,-18.371754,-12.180796,-10.797321,-16.13837,-21.319675,-17.107044,-14.272686,-19.43637,-12.85482,-15.58989,-8.848072,-15.390688,-21.553967
-23.777805,-24.75478,-25.699654,-13.024998,-18.789398,-20.587112,-12.645845,-17.901386,-21.236835,-21.6052,-14.980177,-18.397211,-12.767376,-19.264347,-18.264252,-12.216043,-14.720512,-15.911446,-18.494867,-24.863197,-23.17697,-15.447042,-8.601292,-8.265644,-7.6449337,-15.8435135,-22.156029
-31.399488,-25.598461,-24.466938,-8.442261,-13.019829,-22.129114,-9.359926,-11.29937,-11.722271,-8.922874,-9.045099,-17.833664,-15.680548,-10.401077,-22.4478,-13.143604,-13.843525,-11.934746,-17.936764,-19.55983,-18.497322,-18.390419,-7.355568,-7.870079,-10.980486,-17.2919,-25.76454
-39.167778,-28.28901,-25.401018,-8.593924,-12.079496,-25.453465,-10.991756,-6.4096546,-12.302448,-8.113987,-11.652422,-22.089474,-22.101038,-6.6760845,-27.529129,-14.989834,-9.50565,-13.985762,-16.948408,-17.374737,-23.504028,-16.814966,-10.970493,-14.058889,-9.807053,-14.434843,-25.128155
-35.804306,-29.140528,-24.02575,-15.531954,-15.179234,-20.049564,-15.820629,-5.52829,-10.893902,-15.615772,-11.584272,-18.586275,-15.739635,-5.739252,-20.11203,-17.132244,-5.0570755,-13.512346,-14.680557,-17.605022,-17.576921,-18.554611,-13.958458,-22.145176,-8.560482,-16.392765,-19.834923
-26.079006,-21.734732,-21.132946,-23.654356,-15.139591,-13.108915,-15.42107,-13.353127,-13.809351,-20.846191,-14.6380005,-14.66132,-14.093954,-5.5977135,-19.183414,-16.568886,-12.65873,-10.511326,-18.10678,-15.846699,-18.28086,-21.46694,-16.72323,-21.51822,-11.682377,-18.203926,-23.599157
-24.012247,-23.963234,-22.822258,-21.26594,-15.0895195,-17.951948,-16.095434,-17.624905,-19.577961,-16.88574,-10.84684,-18.764893,-19.23481,-8.496994,-20.69199,-18.634205,-14.72385,-10.67057,-19.23846,-17.22774,-21.92846,-19.485537,-19.538254,-17.135479,-20.855898,-18.736525,-24.54824
-24.975552,-26.82103,-33.238056,-24.456404,-14.792112,-26.42369,-17.59145,-17.139343,-13.294708,-15.598995,-13.2285,-16.551537,-19.003145,-13.490509,-22.95448,-19.286774,-12.302032,-9.0653515,-24.41296,-20.671242,-22.458973,-19.847763,-18.705162,-21.726583,-20.880386,-19.96909,-28.290081
