-55.744766,-26.331184,-21.922281,-21.852013,-16.374474,-13.757721,-15.198883,-17.230192,-11.911554,-5.9877625,-3.1308632,-20.428696,-4.2414513,-6.6535587,-14.859316,-19.319435,-8.225748,-4.5711403,-2.33922,-11.286068,-12.145241,-2.6395817,-2.5195694,-1.4956322,0.0,-2.259716,-2.9863167,-4.811241,-4.357033,-0.12049103,-4.5148487,-11.075172,-8.782177,-5.455141,-12.756449,-8.439169,-20.723576,-16.549543,-19.910866,-17.628887
-54.781113,-23.582508,-19.429052,-18.252132,-17.358238,-20.109768,-16.337023,-17.182095,-8.744791,-0.17967606,-0.71115685,-7.6761246,-3.887783,-2.3475266,-7.2901,-9.541763,-6.6290264,-9.270861,-11.787777,-11.80311,-5.3091908,-3.7980442,-3.1903667,-8.617811,-5.410145,-8.712769,-3.126358,-4.3233986,-3.102745,-6.271078,-5.0914574,-12.4446335,-11.803253,-9.003044,-5.04154,-10.868246,-22.817234,-15.611322,-18.639294,-15.390469
-54.704025,-24.63265,-22.38314,-19.797197,-20.667477,-20.106215,-12.076061,-18.606262,-4.9524918,-4.3666058,-9.993275,-0.8380394,-7.253027,-5.785391,-8.124388,-5.3916054,-2.1663208,-5.894346,-15.332993,-6.5369797,-3.806881,-12.040218,-13.586737,-15.392111,-9.588175,-20.748755,-13.788898,-8.506931,-4.867756,-10.787304,-13.814819,-10.985231,-15.530733,-9.501112,-6.588888,-11.673702,-20.17861,-23.040977,-21.679388,-22.97916
-53.86614,-23.945435,-21.411854,-21.420025,-22.536654,-21.421755,-14.602499,-12.19858,-7.82712,-12.4949,-7.473198,-2.5917244,-3.132389,-5.5742836,-8.321186,-3.631525,-4.0432568,-6.606552,-11.369797,-8.610374,-11.450251,-13.847219,-19.003885,-21.309027,-12.435509,-18.660072,-16.690018,-13.725723,-9.4183445,-13.146776,-15.524708,-17.735077,-22.474781,-14.775257,-15.631517,-9.933498,-22.039024,-21.962608,-23.66463,-17.10913
-53.26294,-22.749214,-21.511726,-27.140892,-23.397228,-22.522676,-18.067074,-13.539206,-12.948864,-10.6356125,-8.133564,-11.640217,-7.269602,-6.528267,-9.69006,-5.8265724,-11.419716,-15.355743,-15.68918,-18.212757,-15.997528,-19.227398,-20.399109,-23.59111,-16.577063,-20.171919,-20.761993,-26.68914,-9.975302,-17.310448,-19.678476,-14.980671,-19.80646,-19.07351,-15.939987,-15.558161,-17.063728,-21.898922,-25.894756,-24.267792
-52.74363,-23.258932,-21.081326,-25.945076,-22.978441,-22.369385,-23.27766,-15.592506,-10.512936,-7.8443184,-13.926949,-14.969624,-20.558182,-9.915075,-10.708851,-11.316435,-19.827148,-14.931625,-12.428249,-11.616516,-16.074434,-20.006638,-16.693523,-20.396927,-19.81379,-29.309404,-18.15543,-21.718542,-18.345459,-23.450783,-22.18686,-14.180641,-17.309414,-15.550596,-18.498228,-20.388443,-19.96005,-23.313381,-26.126228,-30.286577
-51.788616,-25.49675,-21.071424,-23.62123,-19.959106,-24.742441,-21.820011,-14.161747,-7.6665764,-11.873081,-17.353642,-11.493591,-24.531902,-12.010944,-6.9062576,-13.656948,-17.195034,-14.990372,-11.168232,-9.308781,-14.045774,-15.739246,-18.93605,-15.649889,-16.794012,-23.212933,-21.341444,-16.70919,-23.260735,-27.182442,-21.337992,-10.896507,-17.505108,-20.117348,-21.688538,-19.615751,-23.918655,-24.336073,-26.372599,-31.430334
-51.68312,-29.80067,-23.0539,-25.473284,-25.9246,-25.576122,-24.223133,-12.352127,-10.0711155,-13.724434,-16.333261,-14.438047,-20.095957,-7.692215,-12.463039,-16.808556,-19.312733,-10.79854,-18.067314,-17.366762,-13.9062805,-17.387615,-13.494648,-16.558928,-19.851566,-20.400906,-23.790173,-13.368038,-18.290466,-27.933464,-18.344975,-15.974657,-22.62745,-20.584461,-21.511217,-24.373444,-17.82832,-24.825403,-26.428225,-31.98831
-50.45073,-33.97784,-23.554766,-19.326948,-23.326553,-22.483,-21.726238,-8.436363,-16.339556,-15.088743,-15.615236,-17.237938,-17.222984,-6.9446926,-12.544252,-14.776239,-20.721043,-13.88649,-16.679897,-16.336567,-16.274782,-16.892115,-13.055542,-13.157482,-25.230005,-22.64629,-20.415277,-18.802565,-18.493973,-26.48383,-20.514036,-18.75132,-25.022692,-19.79493,-18.60859,-22.84977,-22.150322,-19.63522,-20.297245,-27.874142
-50.6657,-39.528107,-24.877274,-19.902843,-20.399311,-24.810581,-19.047401,-15.739449,-15.55117,-15.573414,-21.203213,-14.399626,-16.824902,-11.547348,-12.692301,-10.372814,-21.819883,-15.648693,-17.157944,-13.979134,-20.964365,-22.399426,-25.969885,-10.080391,-22.04237,-15.770805,-21.553135,-18.944902,-17.606785,-24.678852,-21.141365,-19.460258,-24.249762,-26.153938,-22.521553,-31.129368,-21.105003,-20.823963,-22.202103,-26.385735
