-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-12.821611,-9.31699,-10.641994,-13.085653,-13.051489,-18.85633,-14.768435,-11.308113,-12.731897,-6.8365555,-19.232376,-15.237604,-11.784225,-13.609463,-13.033428,-10.705505,-9.186142,-13.458336,-12.994463,-6.188572,-11.110065,-13.412416,-12.698467,-13.126102,-17.421032,-10.310215,-11.079142,-8.152847,-14.619675,-16.184652,-15.73428,-19.752956,-24.860485,-23.184803,-17.627487,-20.093369,-19.339539,-14.992062,-14.637865,-16.963411,-19.067543,-20.421265,-16.693876,-15.873028,-14.504604,-24.91118,-18.308495,-19.933264,-10.54954,-12.217293,-12.165352,-13.744438,-12.047951,-16.76587,-17.034706,-13.500521,-17.12392,-17.156425,-11.241425,-17.587372,-13.841402,-13.211189,-16.796993,-23.981411,-21.233818,-17.211136,-21.114145,-14.441353,-15.590454
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-8.020149,-8.377235,-5.5776844,-8.893677,-21.107296,-18.386852,-6.8009872,-5.5458965,-8.203003,-14.294901,-14.185429,-13.84988,-8.691484,-9.029127,-16.160988,-11.159222,-11.635763,-9.468494,-6.9822826,-3.2024784,-3.5705185,-9.994528,-7.377022,-9.133408,-5.269741,-10.400282,-8.6624775,-6.5925026,-11.28544,-12.989872,-18.167797,-10.942215,-22.453114,-17.250393,-11.602692,-14.73517,-23.39365,-12.922346,-9.310343,-17.283663,-20.662174,-15.606119,-10.547974,-11.211512,-13.680763,-17.17742,-17.222618,-10.990423,-8.789799,-6.2408314,-6.8757706,-12.663492,-3.9524384,-5.2422924,-8.111004,-7.9844246,-9.1722145,-6.3852386,-6.9470596,-13.290405,-3.8851318,-5.3580933,-20.076471,-14.658371,-15.993767,-12.246262,-12.07222,-6.465412,-8.362955
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-2.5373917,-5.348713,-3.3706493,-8.5310135,-20.991627,-7.2687187,-3.0129242,-4.17811,-2.9927883,-5.0084324,-4.269863,-2.774559,-4.6314545,-11.342922,-11.72057,-7.0041294,-9.8348675,-6.698221,-6.2859535,-6.05587,-5.7625256,-10.35523,0.0,-0.63474274,-0.007671356,-2.7409039,-1.2339039,-1.6460571,-10.362345,-10.309559,-6.0323296,-6.9890785,-12.499807,-15.240971,-7.44104,-12.997303,-18.114456,-11.420929,-3.2699165,-9.125772,-11.700758,-12.184355,-8.983177,-13.448717,-10.762123,-10.592575,-10.930206,-12.1171055,-7.756569,-8.344389,-9.3109665,-11.433207,-4.514717,-4.369747,-5.7466125,-5.0173244,-0.08757782,-0.00024795532,-3.5146084,-5.0139847,-4.6070595,-3.6552181,-19.112648,-11.423214,-16.638351,-13.504223,-10.070976,-9.514181,-8.349888
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-3.0129128,-10.32653,-3.6821785,-15.629335,-19.960745,-3.6321487,-6.096512,-5.8984337,-8.525455,-1.3133373,-3.6950455,-2.8605614,-2.3885384,-7.4964867,-13.092293,-9.869181,-5.3646545,-12.425543,-15.61165,-5.4318504,-9.950651,-11.8503895,-1.587183,-0.9887657,-4.099184,-2.8715973,-3.133789,-3.989067,-9.5286045,-6.463808,-6.0421333,-9.400419,-11.659264,-6.5361137,-7.648861,-16.384365,-18.05658,-15.645897,-5.8244953,-10.183357,-6.3585243,-7.2236195,-14.110046,-12.871786,-15.568174,-7.4364014,-13.3312435,-17.59618,-12.186405,-10.766003,-11.648115,-12.606785,-7.0082436,-12.809158,-11.674786,-9.89179,-1.6828976,-3.4814396,-3.825779,-7.7949295,-9.46233,-8.8443775,-17.914621,-14.2440815,-19.802052,-15.038319,-16.821255,-17.08743,-10.155891
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-11.230068,-8.982006,-6.394684,-14.576712,-16.079527,-10.721088,-12.807644,-9.4102745,-8.5523815,-11.664221,-7.0658493,-9.439489,-12.682037,-10.192619,-16.80297,-10.384048,-8.055235,-12.210346,-13.96176,-15.081064,-10.0095005,-10.840193,-11.53767,-9.28797,-19.696154,-9.740292,-10.623981,-10.268005,-6.3580093,-5.8485813,-6.251585,-16.081696,-11.879114,-6.5017166,-10.865618,-10.898159,-11.168369,-15.271971,-28.345087,-13.270941,-9.586102,-11.735367,-18.01642,-5.5870285,-6.023651,-5.7121773,-6.3559284,-4.01622,-7.6366444,-8.603643,-8.568619,-5.045376,-13.874977,-10.234814,-12.985979,-9.3638115,-12.404346,-19.15488,-12.1234,-9.584066,-11.864429,-11.784283,-8.898043,-15.017738,-7.749851,-12.825878,-19.368069,-14.698143,-5.8369083
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-13.795464,-7.0441246,-9.408455,-11.408388,-15.010403,-15.60821,-16.680542,-7.3869953,-6.3784714,-9.049536,-4.7951756,-10.7020035,-9.97118,-7.9142227,-15.425901,-7.196533,-6.4959087,-9.229557,-11.32756,-13.206596,-5.755636,-7.0422287,-15.144024,-14.070961,-20.068565,-8.24906,-9.394785,-6.3407536,-1.2690468,-1.5625191,-2.5964699,-13.030245,-10.482052,-14.098742,-9.385368,-6.7782803,-6.004221,-10.249222,-16.790855,-7.06917,-7.135149,-11.953743,-12.125652,-2.491352,-0.7835655,-0.38677216,-0.8938427,-0.045108795,-1.9510479,-3.3373127,-8.476528,-0.95347786,-10.160688,-3.8289719,-2.9561234,-2.6910477,-9.831938,-13.288092,-10.066734,-4.8644905,-6.76659,-5.9092064,-2.83255,-8.042837,-2.103714,-6.8727074,-16.559874,-9.224607,-3.8060322
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-19.710583,-16.175379,-18.536469,-15.809227,-20.050968,-24.691341,-18.928066,-12.436283,-10.810623,-9.0348015,-8.079096,-15.249519,-11.54435,-12.817507,-17.737232,-13.871172,-9.823051,-15.810476,-21.201153,-14.430111,-10.912096,-10.515205,-22.013344,-13.660776,-22.136047,-13.027506,-10.318466,-12.951147,-7.7637997,-8.616728,-10.196587,-17.943218,-14.939501,-20.157768,-14.239363,-14.180431,-13.328199,-16.559614,-15.41815,-10.604897,-14.552868,-18.902014,-15.32254,-9.408234,-8.018076,-7.2758675,-7.0341873,-7.08177,-6.7747154,-7.111456,-9.795776,-7.708023,-11.853092,-8.757521,-5.186123,-7.3266163,-13.434999,-14.814108,-15.532043,-11.448843,-9.487129,-7.5769463,-6.3176575,-12.1236725,-8.02269,-12.5756,-22.118645,-14.363186,-8.451246
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-15.968792,-20.054817,-23.16858,-13.875261,-18.419577,-22.160992,-17.642338,-15.998907,-9.223881,-13.952534,-12.931286,-16.462307,-16.458263,-11.449062,-16.213085,-19.720016,-16.67106,-15.787752,-25.214718,-17.476055,-12.2816925,-15.568581,-20.82354,-16.227247,-17.09261,-20.46806,-14.285261,-20.262901,-15.860367,-18.85365,-20.551931,-14.650122,-17.504732,-15.733179,-16.383093,-18.42292,-21.897778,-22.870384,-17.342676,-21.80376,-21.585878,-18.99804,-21.064478,-17.063633,-21.319908,-14.948292,-20.646305,-15.245348,-8.236851,-15.503582,-14.910801,-21.485828,-16.785072,-15.531523,-13.951151,-11.876112,-12.517681,-14.566277,-21.189938,-9.161407,-18.700842,-17.713593,-14.285707,-21.197609,-18.346416,-21.752178,-20.416367,-21.340397,-17.541348
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-19.189909,-18.617912,-18.672089,-16.928167,-20.699669,-19.936234,-18.234142,-23.72971,-7.8247375,-14.281769,-17.037699,-22.969847,-15.82531,-13.008938,-14.980097,-17.678137,-15.195959,-15.125986,-23.551798,-19.059935,-15.650581,-18.550587,-17.679737,-21.49436,-9.845116,-18.064417,-18.017931,-17.946173,-19.477016,-20.377628,-18.189163,-17.991219,-13.623537,-13.596941,-19.027504,-14.786964,-20.248486,-22.48334,-13.793686,-18.030907,-19.93272,-14.2720375,-15.967545,-13.097242,-19.240599,-15.147516,-18.89827,-14.672661,-8.62212,-15.779133,-10.752089,-21.172829,-15.516193,-9.744343,-13.448755,-12.449667,-12.238476,-11.965172,-16.174742,-8.170797,-15.470835,-17.848648,-15.535854,-20.673214,-18.029552,-18.928093,-20.843468,-18.41742,-18.035244
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-15.725557,-19.481678,-16.113834,-14.0542145,-20.80093,-23.42735,-21.128416,-24.13502,-20.975471,-16.562447,-18.474037,-20.42663,-12.724068,-14.477888,-16.02539,-18.471384,-18.42502,-14.144913,-21.581188,-26.054773,-21.08421,-17.92213,-11.955797,-16.128412,-15.108683,-10.978607,-17.14928,-19.735157,-19.50258,-23.675129,-16.142784,-13.156509,-13.919735,-21.982681,-20.37785,-16.574186,-23.493736,-23.32127,-20.26501,-21.77984,-17.661097,-15.977715,-20.816433,-16.092976,-19.762737,-16.82479,-17.63905,-14.8399105,-17.949772,-15.530975,-13.584213,-20.960419,-13.186489,-10.655727,-13.409178,-15.852125,-12.078342,-13.702312,-23.412577,-19.7869,-18.938183,-18.72319,-19.467009,-15.358622,-22.364933,-18.292625,-17.4017,-16.06252,-11.799196
