-26.707376,-19.601486,-30.332663,-20.921278,-30.336533,-19.094784,-20.358559,-16.234531,-10.427073,-2.618847,-7.9586315,-6.798609,-13.14576,-11.151361,-12.813023,-15.074205,-18.870903,-18.52072,-17.811928,-5.380596,-1.9712944,-2.8786201,-4.179573,-2.609787,-4.690111,-5.199278,-1.9247475,-3.635233,-0.6836395,-3.3246784,-1.5083866,-3.031784,-1.0285797,0.0,-1.292244,-6.842533
-20.365868,-17.482792,-26.07211,-22.688278,-19.06625,-7.199074,-22.36731,-14.28405,-4.153885,-2.9716358,-1.3544121,-7.7799225,-12.095509,-14.4865055,-16.179834,-11.954456,-7.8613358,-18.771414,-17.018467,-19.018728,-8.776062,-11.606403,-2.199009,-8.016577,-6.4063683,-7.1251335,-8.7762985,-1.0475464,-4.792656,-18.532555,-10.268978,-3.9896507,-6.398117,-5.7323685,-5.2908764,-3.4952698
-17.781181,-23.279644,-22.203594,-25.158546,-15.793715,-7.1551037,-22.077543,-15.561392,-7.460142,-9.22554,-6.819008,-8.455477,-17.568544,-17.365408,-19.117205,-15.561941,-1.9633446,-16.043182,-16.29498,-26.258133,-23.476997,-12.514111,-9.012646,-13.164154,-5.9785004,-10.54093,-15.617809,-12.163078,-15.728184,-22.228775,-12.941149,-8.126007,-10.5471,-12.636543,-9.766634,-4.649864
-16.580725,-28.91089,-29.29741,-26.81236,-21.02301,-16.217314,-20.649078,-10.5203705,-9.590687,-10.14609,-9.884115,-9.277979,-13.180599,-16.701855,-16.077377,-12.763338,-6.8071556,-14.923946,-19.155876,-19.49746,-18.983746,-15.519245,-15.856892,-18.167076,-6.905552,-10.615435,-15.1412525,-12.230242,-14.730978,-24.318022,-12.275343,-17.736301,-15.036001,-17.675684,-17.49591,-9.532063
-18.464462,-28.360962,-29.65472,-23.442024,-22.47631,-17.78079,-21.256485,-6.509758,-7.3909035,-16.782452,-13.939695,-6.968094,-6.434326,-8.709747,-11.916084,-13.018599,-16.591898,-12.761431,-14.124632,-16.341251,-18.852278,-18.943958,-16.958372,-17.635288,-14.258741,-13.070133,-17.002617,-14.098515,-19.657406,-23.448807,-12.360762,-21.728806,-17.5219,-16.972366,-18.274921,-12.72641
-22.062704,-24.04145,-27.380547,-18.296696,-20.473915,-20.513363,-17.818329,-14.4858265,-8.806608,-15.075531,-14.610437,-7.16873,-7.7120476,-4.3053856,-11.622822,-15.832054,-21.277477,-11.936359,-9.155792,-23.258022,-20.884085,-21.453665,-19.72455,-24.680714,-20.43087,-13.3967285,-21.37695,-18.969337,-22.366133,-22.67772,-14.297199,-17.702606,-22.884113,-19.918545,-16.421558,-15.742058
-23.501717,-18.2867,-20.784456,-20.394543,-26.579771,-21.757954,-18.564922,-17.614029,-8.837442,-16.328136,-9.397678,-13.250462,-11.39473,-8.256893,-13.717155,-13.589403,-15.116144,-15.9650345,-13.15481,-29.468025,-24.626022,-17.383896,-23.854898,-26.796288,-17.355541,-14.317879,-26.060705,-16.11014,-21.115139,-23.807568,-16.234756,-15.275711,-30.072304,-21.60188,-19.446278,-18.776878
-25.609112,-18.828968,-21.972168,-22.283443,-34.298363,-28.341965,-19.964584,-12.938435,-16.701963,-15.2325535,-13.750383,-22.417677,-11.996571,-15.614109,-15.428944,-9.754604,-11.947113,-20.497093,-21.463833,-23.551098,-23.94064,-23.764643,-21.013134,-22.813368,-20.360079,-17.362423,-30.85172,-21.577663,-23.056381,-23.500162,-19.361256,-19.482847,-29.580465,-25.835896,-22.87667,-21.082205
-32.92775,-27.81612,-23.72605,-33.112732,-24.611366,-23.584972,-21.685915,-8.424675,-16.833212,-19.169243,-18.879055,-18.367916,-12.795057,-11.110794,-8.314217,-11.228336,-10.974226,-19.478474,-22.187004,-17.888235,-19.156782,-24.752426,-23.1825,-18.497927,-20.379528,-19.952114,-24.263716,-26.810478,-24.621248,-25.539099,-22.942463,-24.762693,-23.236528,-26.280315,-23.742163,-21.920357
-35.499493,-34.036728,-29.746933,-37.389137,-20.384878,-26.40019,-18.994686,-12.25556,-16.446209,-21.627161,-21.724548,-18.654068,-19.534012,-13.553358,-11.45233,-9.546467,-17.587715,-15.328878,-19.950142,-16.37181,-19.551577,-22.525143,-23.715218,-29.511057,-19.580631,-24.58293,-25.784237,-33.365574,-26.059362,-22.625544,-26.243599,-23.60276,-25.692095,-27.452501,-25.484098,-24.380512
