-24.615982,-22.305023,-17.70888,-12.614529,-13.428558,-13.180325,-18.779942,-16.51782,-18.9348,-16.31152,-13.604221,-10.387796,-9.9758625,-6.1260586,-6.52335,-7.0898933,-11.472229,-16.082485,-8.409094,-4.5673237,-7.9064007,-11.191786,-6.9596786,-6.5230923,-11.937498,-11.594841,-17.408745,-16.142706,-10.809664,-6.8359623,-16.157902,-17.770536,-7.4940395,-6.712057,-7.610262,-6.9443226,-9.211645,-10.800278,-8.216812,-6.01079,-8.699284,-8.650999,-11.137697,-13.520879,-13.29802,-17.568512,-19.595272,-18.090992,-18.216671,-19.387129,-22.844936,-28.007072,-21.10305,-17.810822,-18.852062,-16.272879,-16.088322,-12.700817,-11.557449,-8.950222,-8.740618,-13.528616,-9.756189,-9.582872,-13.520675,-13.146025,-12.85581,-15.619917,-17.462925,-17.945139,-13.959187,-11.112829,-13.029802,-15.815527,-18.516733,-13.7890415,-10.170948,-10.430424,-16.999916,-40.270805,-80.0,-80.0,-80.0,-80.0,-80.0,-46.408714,-22.711044,-15.6652155,-16.639252,-16.935066
-19.981182,-16.057013,-13.153151,-8.854626,-10.580038,-11.935022,-9.503958,-13.730635,-17.458231,-12.216238,-11.523838,-9.75956,-6.862194,-4.268717,-3.5819511,-5.211096,-10.385134,-7.5410194,-4.192333,-3.6746273,-7.808983,-8.324297,-3.4726086,-2.4286442,-5.2296944,-5.304968,-4.326742,-3.2242832,-3.494566,-3.1791363,-3.0927582,-2.685007,-3.191864,-6.100338,-7.8839283,-3.806923,-10.445679,-6.8300953,-9.782341,-2.4867153,-2.316927,-6.2895374,-12.557535,-7.254627,-8.5289135,-14.454971,-11.667234,-8.877937,-11.161352,-13.873658,-14.696413,-22.045248,-20.251566,-12.021744,-14.123716,-16.95144,-14.299231,-9.129503,-6.8609505,-7.248314,-10.292294,-7.536707,-7.860134,-8.23831,-8.6939335,-7.2705517,-12.098833,-15.157022,-19.788486,-18.655663,-12.642027,-8.307547,-8.778973,-11.523066,-15.684997,-13.733583,-6.9609737,-12.570496,-18.610481,-40.48298,-80.0,-80.0,-80.0,-80.0,-80.0,-46.85652,-27.50335,-17.83637,-16.468454,-14.971161
-17.475315,-10.573605,-11.370176,-6.087349,-9.7790165,-6.5931816,-2.6648502,-7.5310593,-15.620655,-14.876519,-9.412033,-6.0302753,-8.804483,-7.613899,-7.4883823,-7.932148,-4.8432446,-5.583906,-6.413069,-11.098982,-7.2143383,-7.70545,-8.813124,-5.878275,-5.077444,-8.584721,-1.9831715,-0.9096985,-1.7961578,-5.8601875,0.0,-0.14000893,-3.080099,-5.835455,-2.0332966,-2.574522,-7.218748,-8.089512,-6.0179386,-3.924034,-5.3146076,-11.789904,-6.1638947,-2.4607372,-7.0763874,-11.184406,-7.7743435,-6.240103,-9.784071,-15.631032,-10.747004,-13.184439,-10.956453,-7.732641,-13.260579,-14.608035,-11.747921,-8.368233,-10.721989,-6.8563595,-5.189226,-6.5538654,-12.415079,-10.287249,-6.768652,-7.324278,-11.888746,-8.433374,-10.314102,-14.1847725,-15.079198,-11.099592,-12.063524,-11.023695,-13.849249,-7.6799583,-4.0080013,-7.337328,-17.422562,-40.51223,-80.0,-80.0,-80.0,-80.0,-80.0,-47.536545,-30.21374,-22.295456,-11.006386,-8.857975
-9.073353,-3.4158802,-4.123535,-10.071989,-9.263338,-7.0206013,-3.858759,-6.852709,-12.786186,-9.1082,-9.504253,-7.6141987,-6.7359276,-12.955969,-9.264248,-8.2408085,-11.655058,-14.490143,-13.605017,-12.8408375,-15.985107,-8.3155155,-8.594492,-17.147436,-13.743698,-6.404579,-7.762911,-13.423424,-6.9528694,-4.655916,-7.508192,-13.707381,-8.200426,-3.092638,-3.860674,-10.222902,-8.23171,-10.175655,-13.25596,-16.325367,-17.57862,-9.512241,-3.6725864,-5.113392,-5.446598,-8.467569,-12.204544,-15.369886,-12.618572,-17.738796,-15.357849,-12.167404,-9.957916,-11.130995,-12.687922,-10.2187805,-8.655613,-12.489206,-9.225267,-9.362381,-8.606592,-9.136152,-13.041801,-10.430569,-6.4570923,-11.643419,-7.6728573,-5.5014725,-10.214098,-7.270916,-8.707983,-8.513079,-9.091791,-12.972616,-13.357469,-8.0425625,-9.007845,-11.798552,-20.43636,-42.04008,-80.0,-80.0,-80.0,-80.0,-80.0,-50.56237,-23.320225,-14.019252,-6.848955,-6.8702946
-6.3033943,-2.9713535,-1.8852234,-4.1296673,-9.544975,-15.411073,-11.270346,-4.1319447,-1.485817,-1.3982677,-5.818907,-12.152452,-10.49519,-12.833185,-8.377817,-14.281473,-17.308472,-12.788382,-15.08278,-14.888635,-19.288881,-10.166801,-7.7617054,-15.212321,-12.05522,-6.892378,-13.196836,-12.981962,-14.805574,-10.820263,-17.692595,-17.834793,-12.808643,-9.724867,-9.853184,-14.846353,-7.808687,-9.099819,-15.252009,-20.177368,-13.762765,-8.996447,-6.5447407,-9.802694,-8.421564,-6.9556446,-10.466068,-18.112465,-13.7916,-15.720123,-17.106266,-16.97747,-17.316301,-23.204903,-13.170738,-11.974518,-8.853996,-13.29174,-12.062307,-10.642534,-11.316374,-13.114138,-16.720312,-9.651682,-9.573776,-12.66153,-6.5141315,-6.55966,-7.7004356,-8.246546,-10.313202,-10.932617,-12.489933,-18.159637,-13.765861,-14.636003,-18.075363,-21.507645,-26.461151,-42.685265,-80.0,-80.0,-80.0,-80.0,-80.0,-54.30361,-19.500416,-11.689314,-7.176903,-7.0513725
-7.390251,-10.091032,-6.8345947,-5.107298,-5.7441654,-9.679655,-12.042749,-4.9800415,-2.5136204,-3.4481697,-6.7710056,-13.076265,-12.536953,-10.829618,-12.567675,-14.625525,-13.190962,-16.021477,-10.677946,-8.499622,-10.9667225,-13.074434,-10.33283,-13.277321,-6.534609,-5.1051598,-10.65243,-16.200222,-18.491192,-12.446707,-13.993807,-17.287561,-13.290304,-16.784891,-18.970104,-16.989216,-10.799019,-14.257083,-12.670883,-12.485842,-13.610083,-16.695621,-16.54457,-11.981367,-14.696318,-11.888079,-14.310455,-12.946249,-15.279579,-20.72407,-16.783215,-19.841518,-25.068426,-24.052572,-11.331106,-6.360018,-4.6131077,-7.364851,-11.20174,-8.496519,-8.758831,-12.2116375,-14.472226,-15.817429,-15.774518,-13.317975,-10.100073,-11.216385,-6.342621,-12.210585,-13.517954,-16.53584,-13.0779705,-10.682821,-10.201466,-13.851286,-15.374847,-18.921528,-26.755074,-43.327675,-80.0,-80.0,-80.0,-80.0,-80.0,-61.3518,-17.979446,-9.789446,-7.3792534,-8.73605
-9.38122,-11.19309,-21.349669,-21.522377,-11.615372,-12.653099,-12.0695,-11.736124,-16.935406,-19.388828,-18.610905,-13.171165,-14.386469,-12.427256,-22.691853,-29.632206,-12.246826,-11.199308,-14.163428,-10.958487,-9.864542,-10.881289,-15.520695,-14.284031,-9.821373,-10.63155,-11.952259,-15.417309,-19.035755,-13.005686,-14.716176,-9.694124,-12.358816,-21.832222,-19.904758,-17.411253,-17.563908,-15.621424,-14.030341,-13.348094,-16.807396,-16.589346,-18.919506,-16.981379,-15.148474,-13.931841,-14.228282,-14.264607,-16.962984,-19.1957,-18.040125,-20.750675,-22.936958,-35.54151,-13.723546,-8.055895,-8.4486065,-10.283102,-18.572113,-17.33066,-16.788635,-23.901142,-17.71402,-23.565216,-21.536694,-13.899144,-15.719327,-10.257084,-9.002464,-13.164146,-15.369554,-22.09073,-14.764195,-12.081102,-12.260569,-13.504417,-22.379898,-22.678331,-27.293486,-44.76564,-80.0,-80.0,-80.0,-80.0,-80.0,-55.540886,-19.18814,-7.986685,-5.364908,-11.821661
-10.804577,-14.277243,-23.96937,-25.107075,-21.950687,-21.98833,-18.829227,-14.881658,-18.042183,-16.585114,-16.355457,-14.639083,-10.307896,-8.6542,-13.223259,-11.650402,-7.286606,-12.057873,-11.958267,-8.8595295,-7.017771,-10.410414,-14.268883,-10.707291,-10.247276,-15.883403,-14.733385,-11.431681,-11.508059,-12.060038,-11.164688,-8.857639,-10.201855,-18.549683,-17.933058,-21.249706,-18.18759,-18.51418,-20.091408,-19.719965,-23.705837,-18.040886,-16.527195,-17.87957,-23.874313,-15.465776,-15.377555,-18.260973,-16.56041,-16.883497,-19.041122,-16.159447,-16.32436,-19.567677,-15.349657,-17.363527,-19.02938,-16.172022,-16.625935,-25.168854,-21.668083,-25.093384,-17.302923,-19.847061,-24.522768,-16.572443,-16.925686,-12.198494,-13.046915,-15.564303,-13.740883,-16.24088,-18.054934,-22.847708,-20.837786,-13.406456,-16.954609,-26.52765,-30.576012,-44.86677,-80.0,-80.0,-80.0,-80.0,-80.0,-49.076767,-20.134638,-12.140888,-8.024267,-15.330525
-13.007673,-16.595861,-23.608805,-27.22455,-26.133904,-21.309982,-17.05054,-15.844575,-18.496475,-14.817545,-8.30348,-7.7019863,-10.857061,-8.518438,-16.039257,-9.099541,-6.50263,-8.349058,-9.269255,-7.5849667,-6.30723,-8.430908,-12.657831,-12.207493,-13.480879,-15.670551,-16.534542,-16.859646,-11.465364,-14.939209,-14.392997,-18.42989,-11.126291,-10.601189,-18.057814,-19.290714,-17.720165,-23.833828,-21.964987,-20.870285,-20.002234,-19.198885,-20.972504,-14.703133,-14.499729,-14.696254,-19.193365,-23.907955,-22.96679,-21.60531,-22.061825,-17.223116,-18.396595,-25.093742,-15.480289,-14.769348,-21.55515,-20.287926,-17.98086,-21.173237,-17.819809,-19.337305,-12.873384,-12.460529,-17.294449,-15.127764,-15.502715,-19.656492,-22.708479,-21.77007,-12.084967,-13.179689,-14.547573,-16.676884,-13.589106,-11.673603,-16.337313,-25.133036,-32.745964,-44.864693,-80.0,-80.0,-80.0,-80.0,-80.0,-45.311752,-18.65536,-11.328686,-9.790197,-20.717484
-16.195412,-18.835861,-20.277836,-23.46913,-21.74722,-19.422497,-17.85862,-19.555805,-16.999126,-17.497475,-8.552782,-7.813511,-7.9064465,-11.989681,-17.240322,-12.909956,-13.8317795,-10.500977,-10.305412,-14.973026,-17.228148,-15.970938,-17.067682,-19.701633,-18.779446,-17.399416,-19.214176,-19.598372,-20.005224,-15.055089,-17.128023,-19.920654,-12.796839,-12.01165,-19.24054,-23.375587,-24.143005,-21.886436,-28.703022,-23.612339,-19.710945,-16.322199,-23.266214,-16.99876,-15.1610365,-20.624033,-20.800247,-18.796896,-21.63014,-24.804527,-22.498411,-19.05259,-25.512209,-28.37825,-18.01366,-15.870659,-24.085152,-24.626133,-22.878363,-21.449244,-18.91676,-16.131111,-13.630404,-12.071665,-14.050983,-9.92486,-11.430466,-26.51041,-27.24519,-26.737991,-12.678946,-8.901335,-10.598503,-16.627499,-12.252653,-14.372,-21.764532,-21.821682,-28.94291,-45.209145,-80.0,-80.0,-80.0,-80.0,-80.0,-43.494286,-16.301754,-9.140131,-10.049774,-18.405357
