-15.322929,-5.7084045,-9.201918,-7.234524,-6.8281765,-7.2372227,-5.8280144,-10.1106205,-6.3743725,-1.8861485,-0.7938671,-5.0531406
-13.106689,-0.5992279,1.9073486e-06,-3.9466171,-5.5934467,-13.0618305,-9.769934,-12.901049,-9.370724,-10.02157,-7.195362,-8.87896
-7.655245,-6.433714,-2.297905,-6.161867,-6.0185795,-16.462093,-10.28961,-16.374329,-5.984823,-17.652489,-18.388775,-18.305374
-5.2491817,-10.35988,-10.485666,-14.302128,-9.210957,-12.818144,-5.786886,-14.395197,-12.398567,-18.47019,-18.602283,-19.966217
-7.85166,-7.952505,-12.656921,-17.930832,-10.498217,-14.69912,-10.187838,-15.940758,-12.340994,-22.93773,-15.488727,-17.608973
-11.453302,-7.938896,-16.066572,-16.239569,-10.212704,-16.33572,-12.890701,-15.039398,-14.502892,-21.035793,-20.558212,-13.840975
-15.291187,-11.850706,-13.229891,-13.807394,-10.828344,-19.665956,-8.312595,-13.662861,-15.010874,-24.513138,-20.663525,-15.007225
-21.100588,-17.000345,-13.749922,-19.85838,-14.87849,-23.72155,-10.223925,-20.843346,-14.721188,-29.379114,-17.5498,-19.7809
-22.217438,-11.331453,-15.798347,-21.647612,-14.625643,-18.055231,-15.652562,-16.296852,-20.763721,-19.574722,-18.779728,-27.076004
-20.00856,-12.297882,-18.904772,-16.399055,-16.186855,-15.632083,-21.293095,-14.069065,-17.376377,-15.77758,-21.90477,-21.82297
-18.68919,-16.238684,-20.40526,-17.058826,-13.590097,-18.568722,-16.965355,-13.720789,-11.768461,-19.176298,-19.235416,-21.32005
-19.478712,-15.660915,-19.42726,-20.826487,-13.704374,-18.34599,-22.644802,-18.694763,-12.850277,-18.759506,-27.620749,-27.15307
-20.625013,-22.899933,-13.585663,-14.989481,-14.689024,-16.38642,-21.055504,-19.5837,-19.251024,-13.949432,-23.890558,-20.880867
-17.897947,-16.838846,-17.876812,-20.484692,-22.068611,-15.582703,-18.191797,-19.852608,-16.100416,-15.834782,-21.647076,-19.48074
-18.906424,-13.665699,-32.557842,-23.10933,-24.631325,-20.376925,-16.704607,-17.363874,-14.370283,-15.424991,-21.032063,-23.98248
-24.793678,-21.372574,-16.50499,-16.610672,-27.84609,-13.567379,-15.49548,-16.277966,-13.846252,-19.184412,-18.93645,-27.932728
-23.193481,-20.762562,-16.082943,-19.826832,-24.002172,-9.613836,-18.151445,-17.295477,-20.203762,-22.613861,-16.655598,-30.274513
-17.49841,-14.164642,-22.566017,-25.838638,-23.636414,-12.409018,-22.512466,-14.236914,-24.209934,-17.393543,-21.810535,-25.969149
-20.421833,-18.383541,-28.740107,-27.407763,-23.217522,-15.266168,-19.185097,-18.62587,-26.847408,-19.375847,-23.622118,-22.693142
-20.898916,-19.4188,-21.50543,-22.99604,-23.592512,-13.978851,-18.102804,-21.807552,-20.294468,-18.105976,-18.277061,-26.234886
-16.393112,-21.748388,-28.1679,-19.57044,-21.788511,-16.577183,-25.390842,-32.40991,-18.179201,-14.102114,-14.877653,-32.65145
-17.399422,-23.531046,-21.42811,-22.17379,-21.077332,-19.724623,-24.001919,-28.619389,-17.89669,-12.87763,-16.68953,-36.109352
-25.89348,-27.07637,-17.300457,-22.67828,-19.499699,-27.41464,-17.177021,-20.194014,-16.9529,-18.933556,-22.074493,-27.52858
-36.29418,-21.594656,-20.011768,-21.953875,-19.610554,-22.711803,-17.734884,-19.49573,-17.058971,-18.474205,-16.198296,-22.339931
-25.915445,-18.635576,-19.755577,-16.849964,-24.258657,-15.42865,-24.943073,-16.591537,-14.249983,-21.355064,-14.697018,-25.158203
-18.772692,-21.368752,-19.07024,-17.21686,-28.821535,-13.91427,-20.6296,-15.646574,-19.615294,-29.560463,-18.056616,-26.940216
-17.671028,-19.81794,-23.703434,-19.152514,-20.267677,-14.277468,-15.375341,-18.54612,-31.362583,-24.322512,-16.488663,-24.905384
-21.82749,-20.950397,-27.804829,-21.830948,-20.099976,-18.614883,-22.740818,-22.765606,-26.148918,-24.439219,-14.470732,-24.945747
-24.40077,-26.13278,-25.331621,-26.243282,-14.748476,-15.180106,-22.448086,-26.087162,-18.521782,-20.723137,-16.940002,-28.949982
-22.265778,-21.379961,-26.469204,-24.764753,-16.328823,-16.878448,-18.49546,-31.402023,-18.540674,-24.236809,-22.58448,-31.983358
-24.966942,-18.25196,-22.873234,-19.743034,-19.38543,-18.567411,-20.906895,-24.876352,-17.954536,-16.75333,-18.96693,-29.593363
-29.079754,-18.888554,-25.235275,-18.918926,-18.552269,-19.814747,-22.410032,-21.31282,-19.04064,-16.388262,-22.772442,-25.690874
-24.22729,-19.26701,-20.91562,-19.785751,-24.43594,-23.818424,-23.247923,-15.934336,-22.461641,-22.310917,-25.814154,-21.303307
-21.385315,-20.064629,-25.123676,-12.587448,-21.05081,-24.74939,-20.654926,-15.318415,-20.812534,-17.903622,-22.37539,-18.992664
-20.876234,-17.169762,-26.4901,-12.91921,-17.815311,-26.812006,-21.414488,-19.559828,-20.091099,-16.501225,-20.471092,-21.632835
-15.973978,-22.014133,-21.84623,-16.491882,-21.608149,-21.62178,-17.71445,-26.737873,-16.982582,-13.984684,-24.155546,-25.93631
-16.022242,-28.381102,-28.136477,-15.992833,-20.888252,-19.734844,-20.271576,-20.735266,-15.437308,-20.519089,-22.677525,-21.831408
-21.856853,-23.27671,-23.311764,-15.574377,-20.666636,-21.044292,-20.048168,-18.672617,-17.843151,-20.419767,-21.856617,-22.29264
-22.36009,-24.94697,-20.2966,-15.361076,-18.56376,-25.168428,-20.736456,-24.401045,-22.733213,-19.135216,-29.305204,-24.438602
