-8.888821,-7.630207,-7.721319,-8.361532,-8.018188,-7.877121,-9.003433,-19.625631,-13.168892,-8.618795,-23.184046,-16.072433,-13.163866,-13.787653,-20.934473,-23.12673,-20.009537,-21.253475,-17.789198,-14.887819,-13.923937,-15.589746,-21.344505,-16.928007,-16.130533,-13.271765,-13.40477,-17.72784,-8.808277,-8.5184765,-12.558002,-15.588182,-17.853613,-13.79954,-19.08339,-13.264021,-21.489822,-16.194057,-23.413572,-21.371696,-14.269644,-12.9803295,-17.83236,-26.026817,-15.547556,-15.290913,-13.264763,-17.981834,-19.034569,-18.333946,-20.321728,-14.879059
-15.895063,-29.82705,-30.500841,-35.7938,-35.811573,-35.822742,-17.089897,-14.330923,-1.7619171,-1.5311527,-12.624628,-14.967924,-9.279427,-6.140728,-15.006958,-18.643665,-12.99699,-22.168375,-9.996473,-7.2039146,-11.729507,-9.012333,-9.153667,-5.143036,-12.225695,-7.4831924,-8.848238,-13.982445,-4.5249386,-2.6915054,-7.9097385,-15.195808,-8.11911,-12.229015,-15.673885,-9.751635,-15.431528,-12.921343,-19.232752,-12.935928,-16.709503,-13.869015,-10.7539215,-13.917662,-12.452583,-14.146183,-11.498919,-13.188051,-12.121418,-16.926235,-13.224567,-12.05397
-19.661709,-32.07301,-32.93155,-33.36984,-40.394516,-35.628876,-13.043022,-4.9681034,-3.4257545,-3.9338055,-11.259705,-8.321251,-9.35252,-5.418789,-10.136616,-5.0518913,-5.7195683,-13.07468,-8.8618965,-9.138273,-3.3743362,-1.6276665,-5.1407394,-5.2789574,-2.7442627,-0.9777794,-3.2948132,-2.8396244,-10.972565,-7.0640316,-3.8900986,-10.787422,-10.534718,-7.6628437,-7.895668,-7.512924,-13.199745,-12.744345,-10.210442,-0.9720535,-9.386528,-3.7620506,-0.49620438,-0.8334999,-1.768734,-6.998802,-4.0224686,-21.358257,-15.455933,-9.719093,-11.143036,-13.933926
-21.643993,-31.68928,-28.100033,-33.6512,-34.445095,-32.890377,-13.384584,-2.9513302,-9.183441,-10.08016,-13.598286,-13.21006,-6.9237614,-5.8038025,-8.591284,-4.298321,-4.6901913,-9.717855,-11.117596,-13.739382,-3.7017956,-3.9329033,-8.284584,-12.648617,-3.4764957,-3.8262882,-1.0360985,-0.34812164,-9.968758,-11.290354,-7.0982647,-11.453737,-11.0766945,-7.0823956,-2.930193,-10.574598,-18.335949,-16.816488,-6.1370277,-1.9845715,-6.9541683,-3.9172688,-2.1198692,-0.75427246,-1.6583862,-9.09763,-5.2312584,-20.873909,-16.344345,-8.4464035,-15.269985,-16.934208
-24.365538,-34.276546,-26.664791,-34.12944,-27.293121,-28.804491,-12.802067,-6.2193813,-11.772362,-11.178946,-17.982204,-9.159348,-10.4292145,-13.046217,-11.577105,-10.639713,-11.721659,-8.834801,-12.6967945,-11.82115,-11.632807,-17.65237,-7.0538635,-7.4355717,-9.881315,-15.106142,-10.3496,-11.0302925,-6.045311,-8.614304,-8.687166,-8.179113,-12.588549,-11.872398,-10.430992,-7.4233513,-7.078127,-7.9864597,-9.23424,-20.676273,-8.66349,-10.684925,-15.53768,-15.619808,-14.056086,-12.931164,-10.667873,-6.641142,-7.1671124,-9.781891,-6.2595844,-7.6163483
-26.993992,-30.887337,-32.125538,-31.647127,-28.878876,-35.38795,-12.697948,-9.495331,-13.7749,-14.4909725,-19.744627,-7.99345,-7.6284676,-16.091291,-13.361893,-8.5569725,-9.652885,-6.8534794,-22.19209,-11.434711,-10.33267,-9.641649,-7.3671455,-7.988062,-11.239109,-10.631935,-15.389952,-16.300402,-8.062107,-11.969658,-13.904861,-8.78705,-18.138569,-11.959892,-22.73934,-7.3013687,-0.22081375,-1.6191635,-8.465382,-15.555292,-9.963467,-18.183073,-20.311373,-19.499174,-11.628796,-4.099039,-4.5709343,-0.39003372,-1.227457,-2.7544708,0.0,-1.5060768
-26.007648,-31.645134,-39.4883,-35.59334,-31.899952,-39.959553,-15.291742,-18.915611,-17.472233,-21.846348,-21.157656,-18.314312,-13.837917,-19.483809,-19.998302,-12.966011,-13.673815,-12.314899,-22.639103,-19.569077,-19.446028,-11.835476,-11.792763,-18.565294,-15.453995,-15.627487,-16.376614,-22.68052,-17.257114,-18.16844,-22.08751,-19.839872,-18.720146,-19.881865,-16.419147,-10.496227,-5.17733,-7.8616295,-10.5448,-10.131012,-9.095325,-14.962217,-19.746569,-19.586308,-16.045671,-6.9140663,-10.320869,-6.2045803,-7.7500534,-6.3117065,-6.4580364,-5.5114555
-26.126595,-31.924667,-37.515503,-31.12362,-27.994606,-30.066992,-20.654903,-21.530981,-17.516903,-30.817879,-21.448166,-21.27344,-23.277222,-18.98436,-19.386868,-18.136192,-19.005638,-15.523655,-19.6536,-14.485779,-26.86745,-22.130028,-9.835506,-18.62997,-19.017433,-18.975431,-13.308865,-23.302317,-20.920227,-13.735882,-20.723206,-22.090376,-21.383892,-19.682621,-17.147448,-13.5004635,-19.677778,-18.8479,-12.714142,-17.034477,-13.180298,-19.904522,-19.346714,-23.027864,-18.432098,-15.005451,-15.117573,-18.714558,-24.554367,-18.074066,-19.050936,-16.613087
-27.435413,-28.588415,-36.37905,-32.60958,-27.211535,-25.033607,-19.123558,-21.421711,-12.741261,-21.457481,-23.997078,-21.032497,-21.915302,-22.39356,-23.89069,-18.710308,-18.995235,-19.055168,-18.114393,-14.667835,-14.227924,-16.066912,-11.594673,-12.74477,-21.801716,-12.199444,-11.966526,-17.077356,-14.574625,-14.747824,-18.404789,-16.067875,-19.978985,-22.143932,-19.300537,-12.32089,-17.337852,-18.07711,-14.518385,-19.791729,-13.1813755,-17.464798,-14.170706,-17.646437,-18.674917,-16.264963,-11.571899,-16.802982,-13.04747,-14.071043,-13.715397,-13.978331
-33.529865,-30.0901,-31.882738,-37.319115,-27.674995,-24.946,-23.878311,-13.295197,-16.653421,-20.522507,-23.941364,-22.794563,-18.225626,-22.469503,-26.630123,-17.35182,-23.78323,-19.43415,-27.126753,-20.498554,-11.327965,-17.604452,-17.296898,-13.249468,-19.911686,-16.767115,-16.18086,-20.670424,-19.08525,-18.971233,-18.471992,-14.303907,-25.91773,-21.95719,-22.99843,-17.426987,-22.046171,-26.498405,-21.362745,-12.369337,-10.689373,-15.920406,-11.42511,-11.385664,-14.567905,-17.770355,-16.591412,-12.976662,-9.350874,-13.056686,-14.969711,-17.456573
