-7.4330254,-16.654018,-22.304428,-18.151657,-10.138891,-16.541552,-16.092041,-20.325577,-16.764267,-22.053896,-2.2254753,-0.8432121,-3.198223,-13.094086,-18.866592,-12.718559,-16.449427,-12.183189,-0.962265,-10.881964,-4.627512,-2.9934883,-1.9140854,0.0,-0.35556793,-0.8204231,-0.229702,-2.2794952,-1.4847126,-0.7495384,-6.7987366,-1.2653999,-2.3488312,-5.6895123,-5.912964
-12.296846,-14.199528,-19.601147,-18.502064,-13.199259,-18.06804,-18.240723,-11.84157,-15.238087,-11.613279,-2.6564636,-3.0251198,-3.1681747,-11.826965,-17.91821,-12.741064,-22.12094,-15.74243,-7.0704765,-11.747665,-7.5567474,-14.232157,-2.2136726,-5.0289993,-7.130848,-5.3914223,-3.2322865,-0.8282585,-9.474714,-5.8856525,-1.0950737,-4.6706066,-10.511486,-5.5495377,-5.6750107
-18.341599,-17.747883,-14.335182,-26.738903,-20.568342,-21.349531,-30.840504,-7.362112,-11.757856,-7.8200665,-10.733578,-11.255125,-16.328339,-12.383516,-27.242777,-16.228966,-19.206495,-20.811325,-14.436121,-19.64661,-14.745098,-18.956823,-12.079485,-10.267786,-11.946932,-11.907398,-11.7951355,-14.514351,-19.00969,-10.605412,-6.836132,-12.06435,-15.443361,-10.50939,-6.8738174
-18.522131,-15.335505,-14.447887,-21.078905,-19.408403,-23.222832,-24.621344,-11.480705,-15.54096,-6.602398,-17.107737,-8.543922,-13.930504,-11.209009,-18.843216,-14.294634,-15.379335,-18.28171,-17.708654,-21.245707,-19.399261,-21.107368,-11.11721,-14.240715,-17.403,-12.402569,-13.096813,-12.114281,-20.56007,-13.729113,-8.265453,-13.605249,-16.278599,-8.665241,-7.8587875
-25.907772,-17.154657,-14.011435,-23.817043,-23.94471,-23.921688,-21.535177,-12.215647,-12.549398,-8.627167,-15.64439,-14.991459,-10.797218,-12.140699,-18.710876,-16.42945,-18.474827,-16.88235,-18.457561,-17.971867,-24.579716,-20.446167,-13.800802,-17.03653,-18.797766,-17.05558,-12.777523,-9.215158,-23.126633,-15.77253,-11.086382,-13.346533,-15.886803,-9.118523,-8.105759
-20.207092,-19.35636,-15.496048,-26.888613,-20.10786,-25.184874,-20.33693,-17.731651,-16.244606,-9.488342,-10.934505,-15.666782,-16.531672,-9.621466,-21.037613,-13.995989,-22.297672,-17.226868,-19.047039,-20.637463,-24.853449,-26.048515,-16.325867,-19.004492,-18.77029,-15.40694,-19.495789,-17.425941,-23.688816,-20.188412,-18.512732,-20.133917,-17.9449,-11.480593,-18.63097
-20.39672,-21.341835,-16.77337,-24.898258,-20.238605,-27.232265,-19.877258,-16.108387,-14.353054,-13.639931,-14.319096,-18.089336,-15.886675,-10.943035,-12.2177925,-9.94833,-16.88987,-11.993362,-17.506262,-23.66643,-22.8112,-26.724247,-19.598557,-20.845304,-22.112087,-19.3704,-20.228262,-22.373322,-21.787376,-20.890095,-18.39302,-23.657316,-19.641747,-12.611549,-22.54316
-28.32874,-22.123167,-18.98686,-27.60842,-23.644894,-32.694347,-23.729208,-17.22915,-16.275253,-14.373606,-12.857119,-19.437944,-17.623932,-14.012096,-13.251024,-13.758823,-17.071503,-12.615356,-17.98984,-24.589928,-25.875946,-27.494968,-15.874033,-20.73365,-23.988558,-17.5386,-18.262413,-18.908318,-18.439686,-19.415188,-16.881159,-21.734377,-23.587769,-13.435375,-19.28507
-24.37128,-17.533636,-17.844706,-26.79752,-27.776352,-27.564533,-22.799416,-13.329174,-17.892536,-15.634079,-13.302315,-15.839239,-16.413982,-10.877932,-13.69404,-20.371748,-19.659039,-18.460903,-19.610537,-21.500366,-28.03345,-26.48587,-18.889328,-25.178598,-23.024551,-21.372602,-19.875053,-21.821602,-20.61537,-19.015144,-14.473923,-24.38934,-17.149878,-14.7019615,-18.845282
-27.093155,-24.31363,-18.370153,-26.8434,-24.61462,-24.034916,-21.898077,-11.778006,-16.21932,-12.551373,-21.189709,-23.48767,-17.54382,-16.515064,-19.28631,-20.880959,-18.288807,-26.798336,-25.59705,-20.94057,-24.844662,-28.821333,-23.423141,-23.3731,-27.00987,-24.96723,-25.617367,-26.284351,-22.98342,-21.87482,-20.199661,-26.758747,-21.50487,-18.146873,-22.885145
-28.179876,-23.616753,-15.9365635,-26.100742,-22.708069,-21.72731,-20.648035,-14.888786,-17.301363,-14.901278,-16.471394,-17.113756,-19.037834,-15.51948,-19.078022,-16.296474,-17.032528,-28.372097,-27.353554,-18.2041,-20.671345,-31.309805,-25.127142,-24.224884,-22.26163,-21.273117,-18.60379,-20.016956,-27.380856,-19.377104,-23.15702,-17.733175,-23.03614,-18.852013,-24.563948
-24.803703,-25.491287,-12.795652,-29.39392,-24.27771,-23.152374,-19.517962,-11.855404,-15.326082,-15.128403,-18.59341,-19.941273,-13.712797,-20.7621,-18.26098,-15.044231,-20.34161,-23.12207,-27.012758,-23.518381,-18.474916,-23.703876,-28.23669,-21.531353,-24.113777,-21.438454,-22.036718,-20.310827,-26.30641,-25.317312,-22.8588,-20.063957,-26.389921,-20.97121,-22.160137
-27.292316,-22.862816,-12.224985,-31.271442,-21.47418,-28.273447,-18.475422,-14.450203,-17.826897,-16.761913,-25.559402,-21.288692,-18.128202,-25.89278,-16.92426,-16.413687,-20.837109,-14.679014,-20.554298,-25.305958,-20.059032,-25.826403,-29.623226,-17.867886,-27.192799,-23.467712,-24.722967,-22.264736,-25.260937,-25.662155,-17.472542,-23.448038,-28.904844,-20.497038,-25.670143
-27.45821,-26.548277,-15.406607,-29.963383,-20.82007,-26.392653,-17.798601,-15.58783,-15.841158,-20.556644,-21.293816,-19.241714,-20.111227,-25.59425,-19.294878,-19.926369,-17.782335,-13.376816,-23.08582,-16.940992,-24.08765,-24.51619,-29.811136,-21.360071,-26.551472,-23.829788,-24.027006,-20.475212,-26.931332,-23.770737,-17.325008,-31.062145,-26.178614,-20.438671,-23.930534
-24.226498,-22.334217,-16.003857,-28.959375,-19.939024,-21.222004,-17.868786,-17.205862,-18.034576,-22.396389,-15.097736,-20.905426,-18.600769,-15.289858,-17.319075,-16.811718,-21.501104,-17.796164,-24.953745,-16.385578,-14.759567,-26.643976,-26.987324,-26.423832,-24.83022,-25.45375,-25.281456,-21.794567,-28.526936,-32.39588,-17.49998,-30.694046,-26.870132,-22.304077,-24.67099
-26.388603,-21.45412,-13.316254,-25.508347,-23.533918,-20.942894,-18.329796,-12.981888,-20.19508,-20.998207,-16.428589,-18.77604,-15.790304,-11.965612,-19.687572,-17.555605,-23.91519,-14.348669,-23.041363,-23.578232,-13.791332,-26.564638,-26.505417,-34.957035,-22.206902,-25.056572,-23.675512,-26.823536,-29.183601,-22.137276,-18.84783,-27.350336,-24.846848,-21.54834,-19.85392
-31.802654,-19.470316,-16.120224,-24.300323,-26.461002,-25.194183,-16.517546,-13.278206,-20.517391,-18.960947,-18.032486,-22.337933,-16.151178,-17.006632,-23.95524,-18.578407,-22.035053,-20.367887,-22.453686,-26.187084,-21.708378,-23.474438,-27.123856,-26.143406,-21.268696,-25.734245,-25.096443,-26.24204,-36.976463,-21.874937,-27.711296,-34.768177,-25.92455,-23.62409,-19.34034
-29.9348,-12.217232,-21.400772,-25.712566,-26.736282,-26.416168,-18.05839,-14.772118,-23.35903,-18.49579,-18.281715,-19.916553,-24.826643,-24.35292,-24.927528,-18.490786,-23.824234,-14.833336,-20.157576,-17.747168,-20.07033,-27.963963,-17.806763,-20.81415,-23.281815,-24.359478,-23.491741,-23.713875,-36.39696,-28.027279,-30.337315,-30.34134,-19.78873,-21.487562,-28.412857
