-80.0,-49.80514,-7.444561,-8.503014,-10.824257,-12.374201,-11.726894,-15.744053,-3.549694,-7.4302177,-8.9048195,-8.440075,-7.089758,-15.7658,-9.417107,-8.044031,-14.654203,-8.800995,-9.456999,-17.877426,-4.611969,-8.347635,-4.6887226,-19.424759,-6.184492,-14.179628,-7.90361,-11.002186,-7.6964207,-7.207344,-6.785536,-6.3628807,-6.08025,-10.545937,-7.6812744,-12.703161,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-50.399254,-6.3629894,-8.206881,-9.561251,-1.4383316,-7.8383236,-4.220051,-1.8014793,-1.7913418,-0.6836128,-3.8146973e-06,-2.3233948,-2.7761993,-0.48576736,-7.3154354,-6.1597633,-8.401382,-3.7815685,-9.051296,-1.5007019,-0.70511246,-1.5034828,-17.411192,-4.5707283,-7.7511196,-4.74737,-3.7884502,-13.681553,-11.437164,-8.987026,-12.782806,-5.8211155,-5.788374,-6.005726,-13.1119995,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-53.13988,-10.376152,-12.705786,-3.6751328,-2.8579292,-8.47434,-4.658066,-8.578285,-5.010704,-4.0044804,-5.147835,-4.8767834,-1.5003204,-4.8194923,-5.8280087,-5.839491,-9.519665,-4.622864,-10.198902,-6.3756943,-4.082201,-9.149668,-10.40049,-11.10701,-8.720581,-7.0536633,-6.0942936,-12.321178,-15.705929,-7.8927116,-10.392342,-6.654251,-0.47909546,-3.1284904,-16.674034,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-55.472813,-10.06987,-11.77206,-8.510311,-9.954737,-13.93045,-9.838083,-10.70079,-6.510643,-12.864569,-16.364933,-12.575771,-9.479275,-21.568604,-7.276697,-6.6494274,-17.453356,-7.9910164,-7.3428574,-10.77261,-14.312492,-10.923374,-7.515167,-17.88689,-14.203785,-8.472509,-15.058723,-7.825901,-12.396135,-17.026882,-12.281807,-6.8798523,-5.7576466,-7.6870575,-22.917809,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-56.174763,-13.761051,-12.274302,-13.546055,-18.009928,-29.05156,-17.854645,-15.226553,-9.5990715,-17.275457,-15.238131,-15.590435,-18.815401,-23.711506,-20.96196,-14.97398,-14.813604,-9.052288,-3.7038212,-12.932169,-15.383102,-8.32279,-8.662384,-17.716795,-17.114885,-11.378845,-18.767721,-9.844032,-7.5945435,-11.844475,-9.734417,-12.307137,-14.879402,-15.326324,-25.582886,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-53.852463,-14.116394,-11.989756,-19.873491,-18.90203,-24.541248,-23.502117,-16.582836,-17.121502,-13.045862,-11.058989,-17.37883,-19.970875,-14.728029,-15.260628,-16.861507,-17.09525,-13.622364,-4.783304,-10.274975,-12.932556,-12.318111,-14.133545,-13.921551,-25.613327,-13.127903,-15.5532055,-7.851673,-10.7675,-10.941952,-9.164026,-16.469587,-13.734905,-10.770796,-21.299887,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-50.896397,-11.286549,-11.570223,-20.846119,-16.955011,-24.419731,-18.131096,-14.300257,-18.09346,-13.124683,-11.853952,-15.427597,-14.07806,-11.390251,-15.740753,-18.41573,-19.61213,-11.279362,-11.514458,-12.810856,-14.1457405,-16.251188,-10.358532,-14.394762,-23.299004,-16.226742,-13.329727,-12.761499,-18.671501,-13.504332,-18.424702,-17.1393,-12.97431,-7.8499393,-21.372028,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-49.77609,-12.594927,-12.36804,-23.707172,-15.715492,-25.27734,-13.272522,-16.72486,-19.857422,-17.68906,-22.201843,-17.896729,-13.618183,-21.413338,-26.271873,-18.203075,-25.42263,-13.69862,-11.531658,-16.518766,-15.660776,-13.313625,-13.087122,-20.666748,-23.815666,-22.642693,-17.120634,-20.837067,-15.226784,-14.346008,-19.888475,-18.239769,-14.197454,-10.2137165,-25.788036,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-48.2706,-12.991703,-13.369333,-14.921848,-14.092669,-26.473652,-13.620834,-15.8082695,-19.60177,-14.862864,-20.032948,-21.816505,-14.8911705,-25.268463,-20.086329,-16.6136,-26.11248,-15.282404,-11.324339,-17.215296,-20.570621,-13.945158,-13.859417,-22.113876,-21.274231,-18.79837,-15.702536,-15.551928,-10.475576,-19.247822,-16.266937,-20.128983,-13.073587,-17.664062,-33.002777,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-48.893238,-15.402828,-11.666702,-12.000614,-26.125738,-19.572107,-14.000818,-16.582237,-16.937483,-15.11393,-19.083195,-20.339653,-17.159166,-23.503653,-16.92928,-17.174557,-29.30038,-15.479324,-14.298653,-15.154356,-24.462349,-24.992786,-16.4727,-14.043175,-18.58772,-21.534067,-16.846743,-15.871529,-17.773966,-21.388632,-18.956944,-16.979704,-19.316406,-19.841667,-37.762947,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
