-15.17935,-18.019836,-5.235388,-1.5354271,-5.5189533,-2.1088676,-0.15487671,0.0,-2.6367016,-4.530365,-10.651846,-2.8241482,-4.8938923,-4.893793,-4.5715714,-6.6223984
-9.529177,-13.43889,-5.378559,-3.0540714,-7.6597805,-1.1513577,-5.6421146,-3.5938473,-4.8459644,-7.8818626,-7.979784,-5.2678604,-4.982065,-5.1329937,-7.460436,-2.6047764
-12.994751,-9.448469,-4.2485714,-10.564486,-4.3786488,-10.458883,-7.332014,-12.458338,-17.792095,-9.004568,-7.04595,-9.838453,-5.270159,-10.40987,-14.284433,-4.0224266
-22.405563,-9.786673,-6.969534,-12.34833,-6.6269245,-9.989136,-11.951708,-12.341635,-13.372175,-11.361076,-11.244738,-11.230354,-9.111271,-16.669575,-14.294111,-7.4622746
-21.210436,-10.959471,-7.416088,-8.7109165,-17.827501,-16.554554,-17.985596,-21.681797,-15.995177,-13.713541,-12.799789,-20.89971,-13.353933,-12.701933,-11.820095,-13.923264
-17.686361,-8.950157,-16.860422,-7.090452,-15.910649,-18.124645,-13.99551,-22.599808,-25.251547,-18.238071,-15.944754,-22.219183,-13.646151,-10.977186,-10.915102,-9.610584
-16.393309,-11.761061,-17.358532,-6.9546566,-10.829756,-20.677654,-14.290606,-24.046597,-23.954174,-12.252966,-16.617352,-16.716236,-10.934725,-14.788103,-12.84326,-10.740234
-18.285572,-7.300295,-14.656738,-9.643625,-8.466524,-22.894205,-15.567175,-20.79506,-20.140545,-15.346304,-18.239326,-14.698128,-11.352121,-20.089458,-16.203362,-21.206787
-15.806732,-6.7809124,-8.412884,-12.429317,-8.251307,-23.451698,-22.218893,-22.01865,-18.92262,-14.66744,-12.043392,-12.50305,-10.705317,-15.921949,-14.145369,-19.228703
-13.397711,-13.112324,-11.11409,-20.38053,-12.523916,-21.063328,-23.198837,-22.136158,-18.546398,-14.799158,-12.474878,-12.051546,-12.869572,-18.225239,-13.992769,-24.274889
-9.915663,-14.192255,-18.06076,-18.635231,-8.318312,-18.157116,-23.481956,-19.121393,-17.299004,-14.18215,-15.885816,-9.722595,-10.444799,-13.53632,-17.151909,-20.223087
-10.167639,-17.15417,-14.5941105,-18.858139,-9.729221,-19.303358,-25.551735,-17.240746,-29.514408,-18.577156,-14.634541,-13.743343,-16.903713,-16.158192,-18.45856,-15.869597
-13.468603,-13.91782,-6.9601955,-19.936,-11.320528,-21.133747,-25.865055,-15.93799,-19.97011,-18.709906,-20.516808,-24.995316,-23.36639,-17.384155,-14.472567,-16.42281
-24.043356,-8.694227,-7.7818394,-17.581608,-11.840982,-22.02417,-19.207962,-21.591417,-14.643963,-15.929049,-17.794052,-22.645296,-23.987953,-14.203453,-19.725548,-21.956247
-21.98956,-10.131893,-14.530718,-22.255692,-16.898525,-20.18671,-16.01352,-20.726791,-16.178474,-20.074049,-15.285074,-16.557175,-23.254982,-16.515831,-16.644178,-21.28143
-22.10152,-20.447502,-14.607103,-18.957218,-14.118887,-23.758316,-16.342667,-22.58327,-14.06073,-16.38731,-15.504587,-20.1134,-17.448647,-14.970369,-13.24378,-22.02016
-28.949429,-17.677345,-19.512533,-20.371113,-15.381895,-21.406471,-19.970156,-22.124422,-13.914026,-15.646581,-16.952133,-20.56843,-20.119072,-14.320303,-19.264553,-20.47477
-34.85065,-17.125183,-21.503681,-24.674484,-20.05738,-16.682106,-25.534395,-23.243402,-17.132254,-22.601812,-16.270287,-15.641127,-22.956339,-15.768781,-15.867474,-21.840498
-25.735636,-13.646578,-14.933937,-20.721752,-18.258633,-22.782482,-23.945652,-22.344532,-20.302164,-24.830597,-25.701855,-13.609034,-25.031666,-19.822361,-16.071342,-24.79818
-20.364365,-10.162724,-10.780191,-16.295753,-17.928186,-23.200438,-22.680592,-22.777775,-24.518394,-18.649471,-24.110657,-16.3394,-18.525536,-15.662637,-21.509096,-29.378426
-24.3277,-13.591669,-9.806635,-18.87936,-18.378786,-21.306198,-23.34854,-19.659275,-29.434614,-22.23484,-28.441803,-15.90167,-19.321115,-13.84742,-20.273605,-20.26737
-20.131126,-9.406406,-11.325882,-18.243275,-17.63349,-22.779556,-25.004639,-22.806509,-24.581478,-22.985718,-21.545277,-21.550201,-19.164715,-19.07424,-22.997015,-19.568611
-14.223919,-10.534935,-21.001564,-25.979551,-17.354155,-21.699858,-25.560429,-20.504349,-17.107332,-22.508167,-20.690279,-24.283403,-21.025677,-21.000114,-21.687529,-28.14197
-13.560999,-14.05654,-18.9343,-20.139805,-17.390488,-20.175938,-23.39222,-22.011835,-18.179432,-23.463745,-21.029673,-22.216265,-20.82836,-19.805151,-24.731434,-24.21983
-15.023806,-23.034203,-16.1732,-17.13601,-18.356262,-23.007149,-22.841896,-23.648617,-26.513262,-21.770325,-17.802574,-23.486742,-18.99923,-20.413113,-26.332321,-23.594595
-17.531261,-19.180717,-19.920734,-20.267717,-14.989481,-23.356846,-23.591236,-26.960037,-19.426765,-19.335924,-21.411657,-20.88747,-28.329073,-17.4683,-23.075718,-21.62537
-18.976059,-17.581282,-19.93032,-19.774057,-19.744762,-20.824852,-28.14105,-29.71548,-22.871342,-18.342594,-29.412167,-15.830403,-26.523705,-18.675797,-16.54874,-23.03088
-19.769773,-20.838146,-19.373413,-21.225471,-19.50673,-25.438978,-24.875092,-24.259022,-26.423744,-19.845089,-25.024107,-18.280499,-26.88518,-20.456131,-15.371965,-28.004997
-17.25179,-17.906494,-21.387814,-20.124481,-16.978895,-24.592484,-20.932621,-25.351707,-22.969791,-21.746067,-19.52959,-15.64893,-23.898193,-22.73124,-15.774003,-30.131405
-16.649385,-13.697107,-15.136145,-19.345089,-20.90592,-27.764294,-21.52322,-25.013874,-27.75077,-20.890005,-26.956053,-21.471966,-24.634335,-21.299482,-18.362186,-23.442135
-19.567179,-16.138958,-15.381624,-21.76431,-22.30212,-24.978285,-23.231823,-20.953444,-27.135393,-19.574093,-19.880272,-19.267517,-19.27243,-22.252338,-22.503277,-20.12457
-19.35056,-18.470753,-20.272558,-21.607494,-22.56548,-24.919651,-29.852789,-20.694141,-28.969538,-26.585281,-22.881826,-19.709503,-18.397217,-19.634743,-18.624527,-18.847809
-17.219917,-20.38409,-23.253328,-22.50032,-17.808672,-25.99681,-26.557817,-23.543186,-32.105133,-22.991467,-28.678226,-19.494057,-22.658785,-25.261944,-16.585634,-15.254263
-21.61245,-13.441263,-16.486263,-25.754524,-13.643703,-26.647425,-21.391785,-23.473679,-26.316057,-19.557373,-25.059105,-23.338898,-22.723217,-20.564795,-20.768805,-18.36121
-22.109882,-11.971689,-19.4845,-25.90223,-18.919891,-24.73312,-23.150894,-25.40224,-22.716139,-18.524338,-26.885544,-20.893467,-18.452765,-21.801693,-26.892574,-21.34357
-18.858995,-18.84541,-24.657322,-18.839931,-14.423759,-26.504137,-26.165367,-21.939728,-27.838871,-18.832638,-26.929592,-17.271969,-22.3116,-25.346186,-26.820652,-26.992283
-22.111008,-15.079601,-22.961937,-20.88698,-17.182867,-25.79664,-33.24038,-25.782364,-22.484547,-22.946743,-19.120079,-25.182951,-25.509968,-19.7053,-20.765938,-26.422401
-24.366951,-18.475239,-19.596611,-22.447052,-22.47536,-21.40665,-27.570673,-21.630173,-22.00174,-25.103884,-15.49389,-17.018913,-19.222334,-22.669655,-17.675377,-25.397682
