-13.963194,-11.372978,-15.979813,-19.153866,-15.593212,-13.073612,-9.141663,-22.17738,-19.8261,-10.569916,-7.577297,-13.555359,-7.7049084,-8.518833,-2.8642273,-4.4349556,-5.077015,-3.0062904,-0.7731514,-1.3559952,-1.0942383,-1.5917015,-7.041704,-5.7491703,-3.273117,-1.9847565,-2.0346222,-2.361637,0.0,-0.52165985,-0.5134659,-0.5193634,-0.629509,-0.42003632,-0.64149094,-3.713354,-1.5793877,-1.4343109,-0.51532364,-2.764305,-0.4444313,-0.7137947,-30.097902
-17.80843,-17.178331,-18.22501,-17.749668,-18.698433,-11.101631,-15.791527,-19.605402,-15.912823,-7.415226,-8.540243,-11.024193,-6.735983,-9.721174,-2.2542915,-4.124813,-5.4925632,-8.614517,-7.8569164,-7.7594986,-6.910963,-6.1661797,-1.1892929,-1.0000648,-3.0980072,-2.2667236,-2.4680672,-1.9709148,-3.9606628,-3.0207844,-3.5327854,-6.3838577,-5.778862,-5.3677197,-6.1591053,-10.012239,-3.4644604,-5.58786,-4.832165,-5.2424965,-5.7709312,-3.4935665,-25.10063
-17.679848,-19.644405,-12.15402,-16.91989,-20.999672,-18.815105,-18.00224,-19.615215,-14.119934,-11.148972,-10.403189,-12.158928,-11.6503525,-15.569868,-13.303167,-10.627743,-21.471016,-14.098295,-13.147291,-14.066048,-11.374702,-14.159292,-4.381468,-8.042049,-7.497299,-11.97237,-18.328247,-11.448984,-8.782219,-11.997059,-12.258799,-11.728153,-9.632732,-11.109213,-9.502029,-11.603306,-14.116959,-12.780905,-9.454449,-10.364662,-9.757807,-13.791716,-21.637926
-19.272669,-12.956156,-11.940233,-15.767353,-10.954971,-16.989851,-17.158047,-15.511364,-10.484924,-11.725746,-11.928528,-7.325371,-6.7843933,-13.098738,-11.6628475,-11.601315,-15.100212,-17.165203,-16.601997,-15.586718,-12.669525,-11.877375,-8.007071,-9.100197,-7.230751,-13.030361,-10.94335,-14.794189,-11.495968,-10.657797,-10.156206,-14.298456,-13.738552,-13.479912,-14.129261,-13.847895,-12.278482,-12.894901,-11.581327,-18.913158,-13.502674,-11.490288,-20.715366
-19.614143,-14.935339,-17.350986,-16.845684,-9.012968,-11.27261,-21.642765,-17.23288,-15.772617,-7.982397,-5.7689304,-6.457615,-9.088701,-16.256145,-12.524599,-18.155922,-9.825663,-16.854717,-19.045683,-21.604383,-16.84779,-13.634121,-10.4658165,-7.859829,-12.653727,-10.485989,-14.491375,-14.251877,-18.124233,-15.810139,-17.196215,-14.680832,-12.681847,-15.364101,-13.3306465,-13.991842,-15.45056,-15.061512,-14.778446,-20.284536,-16.919369,-17.712233,-23.449003
-20.602589,-15.086988,-19.13501,-22.810434,-16.188396,-15.937891,-28.408941,-17.1151,-15.531277,-7.2071915,-8.587887,-4.5416336,-15.626675,-11.2963295,-18.421799,-16.356705,-13.27898,-15.583368,-19.998737,-22.21923,-17.387732,-19.028332,-16.158672,-15.859652,-14.859501,-13.459894,-16.913994,-12.516491,-20.187428,-19.48733,-14.035744,-16.954971,-16.929913,-17.184845,-17.540897,-14.713348,-24.869596,-18.456718,-14.442091,-18.811113,-20.371805,-20.11363,-26.86462
-18.605644,-13.029425,-15.547077,-27.002232,-18.422462,-19.46183,-26.100317,-21.24607,-15.715874,-6.987173,-10.981144,-5.560316,-18.552122,-11.361595,-19.080086,-19.15733,-21.1101,-20.703224,-18.507915,-21.752125,-23.995747,-15.708315,-18.128546,-18.82074,-13.890247,-19.597597,-13.018255,-19.360392,-25.41318,-14.648857,-15.055851,-21.678358,-14.350422,-20.539087,-19.000217,-18.723248,-19.900925,-19.185104,-19.693739,-21.562101,-18.876755,-18.148623,-27.61001
-18.292868,-14.865612,-15.763067,-25.396454,-19.456497,-14.18446,-27.775633,-23.152435,-13.072929,-9.916168,-10.022997,-11.043438,-18.395132,-8.803532,-19.71275,-26.20802,-19.49584,-20.700085,-23.175728,-24.423903,-23.142347,-18.403475,-16.23115,-22.221611,-17.606247,-16.949211,-19.122978,-23.349236,-22.272202,-20.684368,-23.836,-22.951101,-16.94053,-20.781319,-19.337734,-24.53767,-19.135105,-23.341614,-19.423887,-27.72836,-22.439856,-21.732967,-31.385693
-16.343536,-19.257215,-14.813879,-17.617561,-14.235283,-18.328232,-33.83058,-15.939009,-10.164078,-12.801823,-12.048592,-15.223831,-17.62843,-10.532722,-23.294577,-17.914148,-19.98479,-23.347042,-23.330688,-22.202587,-23.679592,-23.28236,-16.119976,-18.244911,-17.138908,-18.454529,-18.289665,-17.729435,-19.944973,-19.48221,-21.907665,-21.457256,-17.77408,-17.469666,-19.003855,-27.388794,-19.293139,-29.553509,-19.039444,-31.098616,-21.091415,-19.751448,-32.672863
-18.154325,-21.721085,-18.738783,-17.415138,-19.2363,-26.849571,-31.014198,-16.548862,-11.416821,-11.187099,-15.211119,-14.547045,-23.557236,-13.633385,-26.040445,-19.456522,-13.5756,-16.510933,-25.375721,-20.854458,-22.639463,-23.730286,-20.18649,-18.717434,-20.709927,-21.225086,-20.671978,-20.705742,-18.764057,-17.438896,-24.983366,-22.48406,-21.107481,-20.09256,-21.847946,-25.864672,-17.89817,-28.152264,-17.06509,-27.468994,-21.048517,-28.93035,-34.09621
