-63.823982,-72.901855,-62.974392,-65.50307,-75.964386,-73.2373,-79.13718,-80.0,-77.7295,-74.9724,-75.57344,-80.0,-76.785385,-77.55233,-75.88396,-68.49362,-67.61554,-72.796555,-67.76387,-76.77608,-72.11377,-68.89646,-33.391182,-47.512856,-58.194904,-56.836254,-54.71212,-70.27608,-77.37399,-79.238846,-78.50925,-78.07689,-78.91011,-79.87823,-80.0,-76.1066,-79.64993,-66.16768
-60.00417,-68.13493,-54.98134,-47.736,-74.55534,-70.36366,-72.71277,-68.43724,-72.47136,-70.81828,-68.64775,-80.0,-74.8513,-70.1737,-67.68939,-61.932293,-56.872604,-69.2442,-64.696625,-68.87488,-66.075745,-58.82731,-32.4665,-45.95536,-45.300133,-50.413467,-50.582943,-61.741264,-64.16429,-70.178986,-72.46865,-69.81647,-74.58718,-74.02612,-69.6225,-77.82907,-72.83833,-64.46918
-56.408188,-58.372467,-47.9021,-35.293182,-57.67507,-60.519146,-57.453674,-55.730488,-52.404957,-59.608593,-57.78431,-62.836494,-62.083675,-53.182453,-65.26987,-55.654385,-55.793022,-59.64684,-63.38692,-56.48661,-54.404694,-61.705704,-25.10527,-37.35148,-37.128067,-36.8319,-46.69027,-53.010323,-57.021374,-63.12081,-62.704613,-55.29889,-55.46723,-66.23084,-60.359364,-57.783073,-61.417576,-68.06004
-54.53415,-48.518784,-35.951344,-29.22234,-47.066765,-54.1304,-50.559284,-49.855667,-45.604897,-51.28882,-48.69597,-53.90142,-53.718407,-43.87912,-55.336758,-47.804512,-47.935898,-47.57036,-50.03783,-45.59407,-49.421608,-55.538048,-22.70633,-25.167086,-39.969837,-36.446354,-38.41899,-52.143677,-51.951294,-59.574776,-53.002422,-51.695534,-51.7807,-59.115593,-61.90545,-49.1278,-46.539288,-57.694244
-52.081795,-46.57984,-32.29514,-30.678902,-47.185795,-47.336494,-48.146774,-49.67054,-48.681156,-52.209923,-46.427967,-52.946,-51.49292,-44.022537,-49.035236,-44.787773,-46.711365,-42.472527,-44.1378,-44.897564,-47.085327,-47.089123,-16.90375,-16.323044,-26.619316,-32.836025,-40.001022,-49.274273,-47.429977,-58.05968,-50.10746,-52.6119,-54.675552,-53.760296,-62.72741,-50.048462,-41.678284,-55.61875
-53.08205,-49.63881,-32.75254,-34.62311,-46.044373,-45.05975,-52.41996,-55.912994,-47.105637,-53.46714,-47.91967,-48.34896,-51.866463,-50.586853,-44.607277,-47.759533,-43.76892,-42.625015,-40.213657,-47.277283,-42.46871,-43.48001,-8.603645,-7.3263683,-20.68004,-23.802052,-36.70455,-45.59971,-45.86026,-55.615784,-52.76973,-55.544994,-53.649597,-47.07287,-60.87717,-53.01804,-43.26794,-58.063477
-61.486214,-56.679794,-36.844376,-27.489704,-46.331074,-44.75178,-53.53827,-52.944862,-48.45996,-55.612015,-51.766422,-50.75978,-51.289425,-50.51854,-48.038757,-47.93135,-45.1748,-44.437614,-42.296947,-49.53383,-47.602413,-45.789383,-4.3255196,-4.9000473,-21.355045,-24.033808,-31.88916,-47.656925,-49.354332,-57.71427,-48.67581,-50.113102,-51.676823,-50.927277,-54.753956,-47.298866,-47.29464,-49.532536
-66.09361,-53.27365,-33.68508,-28.77907,-48.430454,-47.312126,-55.337708,-57.170345,-50.102165,-51.94733,-55.643658,-51.46274,-51.472946,-50.28174,-51.307644,-43.93521,-45.456154,-43.65027,-46.38546,-51.464134,-54.03836,-48.933388,-4.470196,-15.381855,-25.207079,-28.509119,-38.071873,-51.524612,-53.375095,-57.900604,-46.62809,-50.55697,-51.11921,-55.634754,-54.642548,-48.525234,-46.319077,-49.26612
-64.221725,-54.630722,-35.217804,-27.553099,-53.94233,-53.693077,-56.71553,-59.994415,-59.513306,-57.98535,-60.9097,-56.7179,-56.851112,-55.70511,-55.30224,-50.67631,-51.046494,-49.394905,-53.178368,-52.427406,-55.772324,-52.480698,-1.3328896,-23.99825,-25.485088,-33.84202,-46.647415,-53.180843,-61.429867,-62.138103,-55.306404,-60.110947,-56.48486,-57.177883,-57.269848,-55.221344,-56.311653,-52.85681
-62.196014,-65.31551,-32.574753,-29.09795,-58.8154,-57.33172,-62.68384,-62.6795,-58.549282,-52.935856,-62.99481,-59.65738,-53.384514,-50.99981,-52.969902,-53.40698,-49.143917,-50.156425,-55.719418,-59.628353,-54.79637,-58.007423,0.0,-22.535898,-33.79106,-31.860062,-49.713398,-53.723366,-57.91288,-58.016872,-64.03463,-59.10385,-60.18811,-64.35251,-62.215443,-59.54729,-63.969597,-52.311386
