-33.80569,-17.876854,-10.482584,-22.289774,-17.445698,-7.5991325,-5.0433273,-9.715462,-9.948795,-15.859982,-21.775633,-11.543119,-2.5272522,-5.916416,-1.0223274,-4.7427444,-2.4314194,-1.4862862,-7.2129116,0.0,-4.699211,-6.6061115,-1.8278885,-0.9189148,-8.19887,-3.8440819,-4.3212223,-2.1917305,-11.44636,-52.72326,-80.0,-19.637093,-15.626778,-80.0,-80.0,-80.0,-80.0
-30.122738,-22.848467,-14.215708,-24.819159,-10.903889,-7.3940544,-1.5192451,-10.451431,-7.029167,-15.593252,-14.223816,-14.865341,-9.90674,-4.04364,-7.0369186,-23.08813,-15.543968,-4.266529,-1.1164856,-3.67408,-7.8636436,-6.417469,-2.828474,-2.9990425,-2.463913,-8.033209,-7.420145,-9.872358,-10.920002,-47.820297,-80.0,-30.672035,-20.934502,-80.0,-80.0,-80.0,-80.0
-24.419437,-30.636509,-27.146793,-24.779488,-10.22654,-9.759747,-10.471235,-8.770035,-12.861752,-13.339319,-11.020679,-14.145498,-17.337662,-10.614679,-13.162344,-23.789825,-17.438974,-10.340851,-5.3491116,-11.846064,-17.516449,-6.450842,-13.52947,-15.800272,-8.59071,-15.02507,-7.286871,-17.775764,-13.495901,-44.915443,-80.0,-27.13924,-25.860607,-80.0,-80.0,-80.0,-80.0
-21.952835,-22.340576,-36.629543,-20.550714,-7.342354,-8.8470745,-15.023712,-9.627159,-14.014824,-16.087582,-13.591009,-18.852364,-21.684416,-14.051968,-12.711346,-21.868008,-23.465815,-17.171076,-16.014267,-10.383593,-15.460543,-10.767422,-15.053848,-13.118111,-22.925144,-17.611055,-11.741417,-17.837454,-18.68215,-42.653275,-80.0,-27.430819,-22.838583,-80.0,-80.0,-80.0,-80.0
-25.855453,-24.503635,-27.893646,-18.949112,-7.187229,-9.560471,-15.918499,-5.0951366,-12.216511,-13.605797,-12.714592,-13.129452,-21.302383,-23.5634,-14.276958,-22.18041,-23.105757,-17.45361,-12.676029,-19.086216,-14.705921,-19.699562,-13.827742,-13.836081,-20.752869,-18.24726,-24.488382,-20.432709,-15.908075,-41.45687,-80.0,-24.77377,-21.371525,-80.0,-80.0,-80.0,-80.0
-26.110567,-27.943895,-20.113558,-17.55858,-10.884281,-13.0157585,-16.318213,-8.188232,-10.036684,-12.556862,-15.398043,-10.027893,-18.87054,-26.826056,-15.538176,-23.591036,-26.773903,-19.977215,-17.704573,-16.05313,-19.135475,-17.20068,-19.753162,-19.687433,-23.858604,-19.721954,-17.08022,-25.3441,-14.905069,-40.912212,-80.0,-28.716564,-20.83765,-80.0,-80.0,-80.0,-80.0
-22.4788,-30.19469,-16.681982,-16.959763,-18.129133,-9.806496,-20.470207,-16.75633,-7.0418415,-11.162968,-18.047377,-11.853355,-14.886908,-18.376268,-16.410883,-21.804878,-25.494518,-20.785938,-23.600008,-17.383766,-18.982227,-18.262888,-23.738062,-22.556961,-21.031513,-19.060501,-11.55562,-22.3037,-15.15307,-39.922886,-80.0,-29.448816,-23.941086,-80.0,-80.0,-80.0,-80.0
-27.89183,-27.380796,-21.793806,-19.015594,-23.814133,-12.368422,-14.920336,-13.239986,-14.031467,-12.630831,-22.774475,-13.137562,-14.062452,-14.830999,-21.539307,-24.988756,-24.07946,-19.896566,-26.883514,-25.081478,-19.503567,-24.009636,-18.682274,-22.176949,-22.908356,-28.242283,-12.035908,-22.144772,-23.784634,-39.476982,-80.0,-34.98956,-29.877329,-80.0,-80.0,-80.0,-80.0
-27.712523,-28.155855,-21.040127,-21.3479,-19.291859,-19.24665,-15.40332,-14.558987,-14.972931,-11.035009,-15.940466,-15.943756,-12.444952,-10.642845,-30.445887,-25.961899,-29.5072,-24.427094,-21.101048,-28.021076,-18.983994,-21.827177,-20.00553,-25.84336,-21.634209,-21.289791,-15.377985,-23.841988,-24.662117,-37.699444,-80.0,-40.011196,-33.954945,-80.0,-80.0,-80.0,-80.0
-25.316982,-28.172443,-22.409962,-22.16987,-18.47145,-25.538452,-23.392859,-20.207676,-14.178541,-17.311932,-18.598783,-13.466139,-15.801878,-14.700256,-20.560396,-22.323057,-27.531605,-23.08711,-23.070227,-28.027395,-23.83319,-21.548603,-27.870663,-28.17103,-27.37025,-19.80198,-21.57214,-28.507027,-24.39071,-37.59579,-80.0,-28.911102,-35.58412,-80.0,-80.0,-80.0,-80.0
